,delta,Tau,Method,ARI
5874,12,0.0,Naive,1.0
5875,12,0.1,Randomized,1.0
5876,12,0.0,Naive,1.0
5877,12,0.1,Randomized,1.0
5878,12,0.0,Naive,1.0
5879,12,0.1,Randomized,1.0
5880,12,0.0,Naive,1.0
5881,12,0.1,Randomized,1.0
5882,12,0.0,Naive,1.0
5883,12,0.1,Randomized,1.0
5884,12,0.0,Naive,1.0
5885,12,0.1,Randomized,1.0
5886,12,0.0,Naive,1.0
5887,12,0.1,Randomized,1.0
5888,12,0.0,Naive,1.0
5889,12,0.1,Randomized,1.0
5890,12,0.0,Naive,1.0
5891,12,0.1,Randomized,1.0
5892,12,0.0,Naive,1.0
5893,12,0.1,Randomized,1.0
5894,12,0.0,Naive,1.0
5895,12,0.1,Randomized,1.0
5896,12,0.0,Naive,1.0
5897,12,0.1,Randomized,1.0
5898,12,0.0,Naive,1.0
5899,12,0.1,Randomized,1.0
5900,12,0.0,Naive,1.0
5901,12,0.1,Randomized,1.0
5902,12,0.0,Naive,1.0
5903,12,0.1,Randomized,1.0
5904,12,0.0,Naive,1.0
5905,12,0.1,Randomized,1.0
5906,12,0.0,Naive,1.0
5907,12,0.1,Randomized,1.0
5908,12,0.0,Naive,1.0
5909,12,0.1,Randomized,1.0
5910,12,0.0,Naive,1.0
5911,12,0.1,Randomized,1.0
5912,12,0.0,Naive,1.0
5913,12,0.1,Randomized,1.0
5914,12,0.0,Naive,1.0
5915,12,0.1,Randomized,1.0
5916,12,0.0,Naive,1.0
5917,12,0.1,Randomized,1.0
5918,12,0.0,Naive,1.0
5919,12,0.1,Randomized,1.0
5920,12,0.0,Naive,1.0
5921,12,0.1,Randomized,1.0
5922,12,0.0,Naive,1.0
5923,12,0.1,Randomized,1.0
5924,12,0.0,Naive,1.0
5925,12,0.1,Randomized,1.0
5926,12,0.0,Naive,1.0
5927,12,0.1,Randomized,1.0
5928,12,0.0,Naive,1.0
5929,12,0.1,Randomized,1.0
5930,12,0.0,Naive,1.0
5931,12,0.1,Randomized,1.0
5932,12,0.0,Naive,1.0
5933,12,0.1,Randomized,1.0
5934,12,0.0,Naive,1.0
5935,12,0.1,Randomized,1.0
5936,12,0.0,Naive,1.0
5937,12,0.1,Randomized,1.0
5938,12,0.0,Naive,1.0
5939,12,0.1,Randomized,1.0
5940,12,0.0,Naive,1.0
5941,12,0.1,Randomized,1.0
5942,12,0.0,Naive,1.0
5943,12,0.1,Randomized,1.0
5944,12,0.0,Naive,1.0
5945,12,0.1,Randomized,1.0
5946,12,0.0,Naive,1.0
5947,12,0.1,Randomized,1.0
5948,12,0.0,Naive,1.0
5949,12,0.1,Randomized,1.0
5950,12,0.0,Naive,1.0
5951,12,0.1,Randomized,1.0
5952,12,0.0,Naive,1.0
5953,12,0.1,Randomized,1.0
5954,12,0.0,Naive,1.0
5955,12,0.1,Randomized,1.0
5956,12,0.0,Naive,1.0
5957,12,0.1,Randomized,1.0
5958,12,0.0,Naive,1.0
5959,12,0.1,Randomized,1.0
5960,12,0.0,Naive,1.0
5961,12,0.1,Randomized,1.0
5962,12,0.0,Naive,1.0
5963,12,0.1,Randomized,1.0
5964,12,0.0,Naive,1.0
5965,12,0.1,Randomized,1.0
5966,12,0.0,Naive,1.0
5967,12,0.1,Randomized,1.0
5968,12,0.0,Naive,1.0
5969,12,0.1,Randomized,1.0
5970,12,0.0,Naive,1.0
5971,12,0.1,Randomized,1.0
5972,12,0.0,Naive,1.0
5973,12,0.1,Randomized,1.0
5974,12,0.0,Naive,1.0
5975,12,0.1,Randomized,1.0
5976,12,0.0,Naive,1.0
5977,12,0.1,Randomized,1.0
5978,12,0.0,Naive,1.0
5979,12,0.1,Randomized,1.0
5980,12,0.0,Naive,1.0
5981,12,0.1,Randomized,1.0
5982,12,0.0,Naive,1.0
5983,12,0.1,Randomized,1.0
5984,12,0.0,Naive,1.0
5985,12,0.1,Randomized,1.0
5986,12,0.0,Naive,1.0
5987,12,0.1,Randomized,1.0
5988,12,0.0,Naive,1.0
5989,12,0.1,Randomized,1.0
5990,12,0.0,Naive,1.0
5991,12,0.1,Randomized,1.0
5992,12,0.0,Naive,1.0
5993,12,0.1,Randomized,1.0
5994,12,0.0,Naive,1.0
5995,12,0.1,Randomized,1.0
5996,12,0.0,Naive,1.0
5997,12,0.1,Randomized,1.0
5998,12,0.0,Naive,1.0
5999,12,0.1,Randomized,1.0
6000,14,0.0,Naive,1.0
6001,14,0.1,Randomized,1.0
6002,14,0.0,Naive,1.0
6003,14,0.1,Randomized,1.0
6004,14,0.0,Naive,1.0
6005,14,0.1,Randomized,1.0
6006,14,0.0,Naive,1.0
6007,14,0.1,Randomized,1.0
6008,14,0.0,Naive,1.0
6009,14,0.1,Randomized,1.0
6010,14,0.0,Naive,1.0
6011,14,0.1,Randomized,1.0
6012,14,0.0,Naive,1.0
6013,14,0.1,Randomized,1.0
6014,14,0.0,Naive,1.0
6015,14,0.1,Randomized,1.0
6016,14,0.0,Naive,1.0
6017,14,0.1,Randomized,1.0
6018,14,0.0,Naive,1.0
6019,14,0.1,Randomized,1.0
6020,14,0.0,Naive,1.0
6021,14,0.1,Randomized,1.0
6022,14,0.0,Naive,1.0
6023,14,0.1,Randomized,1.0
6024,14,0.0,Naive,1.0
6025,14,0.1,Randomized,1.0
6026,14,0.0,Naive,1.0
6027,14,0.1,Randomized,1.0
6028,14,0.0,Naive,1.0
6029,14,0.1,Randomized,1.0
6030,14,0.0,Naive,1.0
6031,14,0.1,Randomized,1.0
6032,14,0.0,Naive,1.0
6033,14,0.1,Randomized,1.0
6034,14,0.0,Naive,1.0
6035,14,0.1,Randomized,1.0
6036,14,0.0,Naive,1.0
6037,14,0.1,Randomized,1.0
6038,14,0.0,Naive,1.0
6039,14,0.1,Randomized,1.0
6040,14,0.0,Naive,1.0
6041,14,0.1,Randomized,1.0
6042,14,0.0,Naive,1.0
6043,14,0.1,Randomized,1.0
6044,14,0.0,Naive,1.0
6045,14,0.1,Randomized,1.0
6046,14,0.0,Naive,1.0
6047,14,0.1,Randomized,1.0
6048,14,0.0,Naive,1.0
6049,14,0.1,Randomized,1.0
6050,14,0.0,Naive,1.0
6051,14,0.1,Randomized,1.0
6052,14,0.0,Naive,1.0
6053,14,0.1,Randomized,1.0
6054,14,0.0,Naive,1.0
6055,14,0.1,Randomized,1.0
6056,14,0.0,Naive,1.0
6057,14,0.1,Randomized,1.0
6058,14,0.0,Naive,1.0
6059,14,0.1,Randomized,1.0
6060,14,0.0,Naive,1.0
6061,14,0.1,Randomized,1.0
6062,14,0.0,Naive,1.0
6063,14,0.1,Randomized,1.0
6064,14,0.0,Naive,1.0
6065,14,0.1,Randomized,1.0
6066,14,0.0,Naive,1.0
6067,14,0.1,Randomized,1.0
6068,14,0.0,Naive,1.0
6069,14,0.1,Randomized,1.0
6070,14,0.0,Naive,1.0
6071,14,0.1,Randomized,1.0
6072,14,0.0,Naive,1.0
6073,14,0.1,Randomized,1.0
6074,14,0.0,Naive,1.0
6075,14,0.1,Randomized,1.0
6076,14,0.0,Naive,1.0
6077,14,0.1,Randomized,1.0
6078,14,0.0,Naive,1.0
6079,14,0.1,Randomized,1.0
6080,14,0.0,Naive,1.0
6081,14,0.1,Randomized,1.0
6082,14,0.0,Naive,1.0
6083,14,0.1,Randomized,1.0
6084,14,0.0,Naive,1.0
6085,14,0.1,Randomized,1.0
6086,14,0.0,Naive,1.0
6087,14,0.1,Randomized,1.0
6088,14,0.0,Naive,1.0
6089,14,0.1,Randomized,1.0
6090,14,0.0,Naive,1.0
6091,14,0.1,Randomized,1.0
6092,14,0.0,Naive,1.0
6093,14,0.1,Randomized,1.0
6094,14,0.0,Naive,1.0
6095,14,0.1,Randomized,1.0
6096,14,0.0,Naive,1.0
6097,14,0.1,Randomized,1.0
6098,14,0.0,Naive,1.0
6099,14,0.1,Randomized,1.0
6100,14,0.0,Naive,1.0
6101,14,0.1,Randomized,1.0
6102,14,0.0,Naive,1.0
6103,14,0.1,Randomized,1.0
6104,14,0.0,Naive,1.0
6105,14,0.1,Randomized,1.0
6106,14,0.0,Naive,1.0
6107,14,0.1,Randomized,1.0
6108,14,0.0,Naive,1.0
6109,14,0.1,Randomized,1.0
6110,14,0.0,Naive,1.0
6111,14,0.1,Randomized,1.0
6112,14,0.0,Naive,1.0
6113,14,0.1,Randomized,1.0
6114,14,0.0,Naive,1.0
6115,14,0.1,Randomized,1.0
6116,14,0.0,Naive,1.0
6117,14,0.1,Randomized,1.0
6118,14,0.0,Naive,1.0
6119,14,0.1,Randomized,1.0
6120,14,0.0,Naive,1.0
6121,14,0.1,Randomized,1.0
6122,14,0.0,Naive,1.0
6123,14,0.1,Randomized,1.0
6124,14,0.0,Naive,1.0
6125,14,0.1,Randomized,1.0
6126,14,0.0,Naive,1.0
6127,14,0.1,Randomized,1.0
6128,14,0.0,Naive,1.0
6129,14,0.1,Randomized,1.0
6130,14,0.0,Naive,1.0
6131,14,0.1,Randomized,1.0
6132,14,0.0,Naive,1.0
6133,14,0.1,Randomized,1.0
6134,14,0.0,Naive,1.0
6135,14,0.1,Randomized,1.0
6136,14,0.0,Naive,1.0
6137,14,0.1,Randomized,1.0
6138,14,0.0,Naive,1.0
6139,14,0.1,Randomized,1.0
6140,14,0.0,Naive,1.0
6141,14,0.1,Randomized,1.0
6142,14,0.0,Naive,1.0
6143,14,0.1,Randomized,1.0
6144,14,0.0,Naive,1.0
6145,14,0.1,Randomized,1.0
6146,14,0.0,Naive,1.0
6147,14,0.1,Randomized,1.0
6148,14,0.0,Naive,1.0
6149,14,0.1,Randomized,1.0
6150,14,0.0,Naive,1.0
6151,14,0.1,Randomized,1.0
6152,14,0.0,Naive,1.0
6153,14,0.1,Randomized,1.0
6154,14,0.0,Naive,1.0
6155,14,0.1,Randomized,1.0
6156,14,0.0,Naive,1.0
6157,14,0.1,Randomized,1.0
6158,14,0.0,Naive,1.0
6159,14,0.1,Randomized,1.0
6160,14,0.0,Naive,1.0
6161,14,0.1,Randomized,1.0
6162,14,0.0,Naive,1.0
6163,14,0.1,Randomized,1.0
6164,14,0.0,Naive,1.0
6165,14,0.1,Randomized,1.0
6166,14,0.0,Naive,1.0
6167,14,0.1,Randomized,1.0
6168,14,0.0,Naive,1.0
6169,14,0.1,Randomized,1.0
6170,14,0.0,Naive,1.0
6171,14,0.1,Randomized,1.0
6172,14,0.0,Naive,1.0
6173,14,0.1,Randomized,1.0
6174,14,0.0,Naive,1.0
6175,14,0.1,Randomized,1.0
6176,14,0.0,Naive,1.0
6177,14,0.1,Randomized,1.0
6178,14,0.0,Naive,1.0
6179,14,0.1,Randomized,1.0
6180,14,0.0,Naive,1.0
6181,14,0.1,Randomized,1.0
6182,14,0.0,Naive,1.0
6183,14,0.1,Randomized,1.0
6184,14,0.0,Naive,1.0
6185,14,0.1,Randomized,1.0
6186,14,0.0,Naive,1.0
6187,14,0.1,Randomized,1.0
6188,14,0.0,Naive,1.0
6189,14,0.1,Randomized,1.0
6190,14,0.0,Naive,1.0
6191,14,0.1,Randomized,1.0
6192,14,0.0,Naive,1.0
6193,14,0.1,Randomized,1.0
6194,14,0.0,Naive,1.0
6195,14,0.1,Randomized,1.0
6196,14,0.0,Naive,1.0
6197,14,0.1,Randomized,1.0
6198,14,0.0,Naive,1.0
6199,14,0.1,Randomized,1.0
6200,14,0.0,Naive,1.0
6201,14,0.1,Randomized,1.0
6202,14,0.0,Naive,1.0
6203,14,0.1,Randomized,1.0
6204,14,0.0,Naive,1.0
6205,14,0.1,Randomized,1.0
6206,14,0.0,Naive,1.0
6207,14,0.1,Randomized,1.0
6208,14,0.0,Naive,1.0
6209,14,0.1,Randomized,1.0
6210,14,0.0,Naive,1.0
6211,14,0.1,Randomized,1.0
6212,14,0.0,Naive,1.0
6213,14,0.1,Randomized,1.0
6214,14,0.0,Naive,1.0
6215,14,0.1,Randomized,1.0
6216,14,0.0,Naive,1.0
6217,14,0.1,Randomized,1.0
6218,14,0.0,Naive,1.0
6219,14,0.1,Randomized,1.0
6220,14,0.0,Naive,1.0
6221,14,0.1,Randomized,1.0
6222,14,0.0,Naive,1.0
6223,14,0.1,Randomized,1.0
6224,14,0.0,Naive,1.0
6225,14,0.1,Randomized,1.0
6226,14,0.0,Naive,1.0
6227,14,0.1,Randomized,1.0
6228,14,0.0,Naive,1.0
6229,14,0.1,Randomized,1.0
6230,14,0.0,Naive,1.0
6231,14,0.1,Randomized,1.0
6232,14,0.0,Naive,1.0
6233,14,0.1,Randomized,1.0
6234,14,0.0,Naive,1.0
6235,14,0.1,Randomized,1.0
6236,14,0.0,Naive,1.0
6237,14,0.1,Randomized,1.0
6238,14,0.0,Naive,1.0
6239,14,0.1,Randomized,1.0
6240,14,0.0,Naive,1.0
6241,14,0.1,Randomized,1.0
6242,14,0.0,Naive,1.0
6243,14,0.1,Randomized,1.0
6244,14,0.0,Naive,1.0
6245,14,0.1,Randomized,1.0
6246,14,0.0,Naive,1.0
6247,14,0.1,Randomized,1.0
6248,14,0.0,Naive,1.0
6249,14,0.1,Randomized,1.0
6250,14,0.0,Naive,1.0
6251,14,0.1,Randomized,1.0
6252,14,0.0,Naive,1.0
6253,14,0.1,Randomized,1.0
6254,14,0.0,Naive,1.0
6255,14,0.1,Randomized,1.0
6256,14,0.0,Naive,1.0
6257,14,0.1,Randomized,1.0
6258,14,0.0,Naive,1.0
6259,14,0.1,Randomized,1.0
6260,14,0.0,Naive,1.0
6261,14,0.1,Randomized,1.0
6262,14,0.0,Naive,1.0
6263,14,0.1,Randomized,1.0
6264,14,0.0,Naive,1.0
6265,14,0.1,Randomized,1.0
6266,14,0.0,Naive,1.0
6267,14,0.1,Randomized,1.0
6268,14,0.0,Naive,1.0
6269,14,0.1,Randomized,1.0
6270,14,0.0,Naive,1.0
6271,14,0.1,Randomized,1.0
6272,14,0.0,Naive,1.0
6273,14,0.1,Randomized,1.0
6274,14,0.0,Naive,1.0
6275,14,0.1,Randomized,1.0
6276,14,0.0,Naive,1.0
6277,14,0.1,Randomized,1.0
6278,14,0.0,Naive,1.0
6279,14,0.1,Randomized,1.0
6280,14,0.0,Naive,1.0
6281,14,0.1,Randomized,1.0
6282,14,0.0,Naive,1.0
6283,14,0.1,Randomized,1.0
6284,14,0.0,Naive,1.0
6285,14,0.1,Randomized,1.0
6286,14,0.0,Naive,1.0
6287,14,0.1,Randomized,1.0
6288,14,0.0,Naive,1.0
6289,14,0.1,Randomized,1.0
6290,14,0.0,Naive,1.0
6291,14,0.1,Randomized,1.0
6292,14,0.0,Naive,1.0
6293,14,0.1,Randomized,1.0
6294,14,0.0,Naive,1.0
6295,14,0.1,Randomized,1.0
6296,14,0.0,Naive,1.0
6297,14,0.1,Randomized,1.0
6298,14,0.0,Naive,1.0
6299,14,0.1,Randomized,1.0
6300,14,0.0,Naive,1.0
6301,14,0.1,Randomized,1.0
6302,14,0.0,Naive,1.0
6303,14,0.1,Randomized,1.0
6304,14,0.0,Naive,1.0
6305,14,0.1,Randomized,1.0
6306,14,0.0,Naive,1.0
6307,14,0.1,Randomized,1.0
6308,14,0.0,Naive,1.0
6309,14,0.1,Randomized,1.0
6310,14,0.0,Naive,1.0
6311,14,0.1,Randomized,1.0
6312,14,0.0,Naive,1.0
6313,14,0.1,Randomized,1.0
6314,14,0.0,Naive,1.0
6315,14,0.1,Randomized,1.0
6316,14,0.0,Naive,1.0
6317,14,0.1,Randomized,1.0
6318,14,0.0,Naive,1.0
6319,14,0.1,Randomized,1.0
6320,14,0.0,Naive,1.0
6321,14,0.1,Randomized,1.0
6322,14,0.0,Naive,1.0
6323,14,0.1,Randomized,1.0
6324,14,0.0,Naive,1.0
6325,14,0.1,Randomized,1.0
6326,14,0.0,Naive,1.0
6327,14,0.1,Randomized,1.0
6328,14,0.0,Naive,1.0
6329,14,0.1,Randomized,1.0
6330,14,0.0,Naive,1.0
6331,14,0.1,Randomized,1.0
6332,14,0.0,Naive,1.0
6333,14,0.1,Randomized,1.0
6334,14,0.0,Naive,1.0
6335,14,0.1,Randomized,1.0
6336,14,0.0,Naive,1.0
6337,14,0.1,Randomized,1.0
6338,14,0.0,Naive,1.0
6339,14,0.1,Randomized,1.0
6340,14,0.0,Naive,1.0
6341,14,0.1,Randomized,1.0
6342,14,0.0,Naive,1.0
6343,14,0.1,Randomized,1.0
6344,14,0.0,Naive,1.0
6345,14,0.1,Randomized,1.0
6346,14,0.0,Naive,1.0
6347,14,0.1,Randomized,1.0
6348,14,0.0,Naive,1.0
6349,14,0.1,Randomized,1.0
6350,14,0.0,Naive,1.0
6351,14,0.1,Randomized,1.0
6352,14,0.0,Naive,1.0
6353,14,0.1,Randomized,1.0
6354,14,0.0,Naive,1.0
6355,14,0.1,Randomized,1.0
6356,14,0.0,Naive,1.0
6357,14,0.1,Randomized,1.0
6358,14,0.0,Naive,1.0
6359,14,0.1,Randomized,1.0
6360,14,0.0,Naive,1.0
6361,14,0.1,Randomized,1.0
6362,14,0.0,Naive,1.0
6363,14,0.1,Randomized,1.0
6364,14,0.0,Naive,1.0
6365,14,0.1,Randomized,1.0
6366,14,0.0,Naive,1.0
6367,14,0.1,Randomized,1.0
6368,14,0.0,Naive,1.0
6369,14,0.1,Randomized,1.0
6370,14,0.0,Naive,1.0
6371,14,0.1,Randomized,1.0
6372,14,0.0,Naive,1.0
6373,14,0.1,Randomized,1.0
6374,14,0.0,Naive,1.0
6375,14,0.1,Randomized,1.0
6376,14,0.0,Naive,1.0
6377,14,0.1,Randomized,1.0
6378,14,0.0,Naive,1.0
6379,14,0.1,Randomized,1.0
6380,14,0.0,Naive,1.0
6381,14,0.1,Randomized,1.0
6382,14,0.0,Naive,1.0
6383,14,0.1,Randomized,1.0
6384,14,0.0,Naive,1.0
6385,14,0.1,Randomized,1.0
6386,14,0.0,Naive,1.0
6387,14,0.1,Randomized,1.0
6388,14,0.0,Naive,1.0
6389,14,0.1,Randomized,1.0
6390,14,0.0,Naive,1.0
6391,14,0.1,Randomized,1.0
6392,14,0.0,Naive,1.0
6393,14,0.1,Randomized,1.0
6394,14,0.0,Naive,1.0
6395,14,0.1,Randomized,1.0
6396,14,0.0,Naive,1.0
6397,14,0.1,Randomized,1.0
6398,14,0.0,Naive,1.0
6399,14,0.1,Randomized,1.0
6400,14,0.0,Naive,1.0
6401,14,0.1,Randomized,1.0
6402,14,0.0,Naive,1.0
6403,14,0.1,Randomized,1.0
6404,14,0.0,Naive,1.0
6405,14,0.1,Randomized,1.0
6406,14,0.0,Naive,1.0
6407,14,0.1,Randomized,1.0
6408,14,0.0,Naive,1.0
6409,14,0.1,Randomized,1.0
6410,14,0.0,Naive,1.0
6411,14,0.1,Randomized,1.0
6412,14,0.0,Naive,1.0
6413,14,0.1,Randomized,1.0
6414,14,0.0,Naive,1.0
6415,14,0.1,Randomized,1.0
6416,14,0.0,Naive,1.0
6417,14,0.1,Randomized,1.0
6418,14,0.0,Naive,1.0
6419,14,0.1,Randomized,1.0
6420,14,0.0,Naive,1.0
6421,14,0.1,Randomized,1.0
6422,14,0.0,Naive,1.0
6423,14,0.1,Randomized,1.0
6424,14,0.0,Naive,1.0
6425,14,0.1,Randomized,1.0
6426,14,0.0,Naive,1.0
6427,14,0.1,Randomized,1.0
6428,14,0.0,Naive,1.0
6429,14,0.1,Randomized,1.0
6430,14,0.0,Naive,1.0
6431,14,0.1,Randomized,1.0
6432,14,0.0,Naive,1.0
6433,14,0.1,Randomized,1.0
6434,14,0.0,Naive,1.0
6435,14,0.1,Randomized,1.0
6436,14,0.0,Naive,1.0
6437,14,0.1,Randomized,1.0
6438,14,0.0,Naive,1.0
6439,14,0.1,Randomized,1.0
6440,14,0.0,Naive,1.0
6441,14,0.1,Randomized,1.0
6442,14,0.0,Naive,1.0
6443,14,0.1,Randomized,1.0
6444,14,0.0,Naive,1.0
6445,14,0.1,Randomized,1.0
6446,14,0.0,Naive,1.0
6447,14,0.1,Randomized,1.0
6448,14,0.0,Naive,1.0
6449,14,0.1,Randomized,1.0
6450,14,0.0,Naive,1.0
6451,14,0.1,Randomized,1.0
6452,14,0.0,Naive,1.0
6453,14,0.1,Randomized,1.0
6454,14,0.0,Naive,1.0
6455,14,0.1,Randomized,1.0
6456,14,0.0,Naive,1.0
6457,14,0.1,Randomized,1.0
6458,14,0.0,Naive,1.0
6459,14,0.1,Randomized,1.0
6460,14,0.0,Naive,1.0
6461,14,0.1,Randomized,1.0
6462,14,0.0,Naive,1.0
6463,14,0.1,Randomized,1.0
6464,14,0.0,Naive,1.0
6465,14,0.1,Randomized,1.0
6466,14,0.0,Naive,1.0
6467,14,0.1,Randomized,1.0
6468,14,0.0,Naive,1.0
6469,14,0.1,Randomized,1.0
6470,14,0.0,Naive,1.0
6471,14,0.1,Randomized,1.0
6472,14,0.0,Naive,1.0
6473,14,0.1,Randomized,1.0
6474,14,0.0,Naive,1.0
6475,14,0.1,Randomized,1.0
6476,14,0.0,Naive,1.0
6477,14,0.1,Randomized,1.0
6478,14,0.0,Naive,1.0
6479,14,0.1,Randomized,1.0
6480,14,0.0,Naive,1.0
6481,14,0.1,Randomized,1.0
6482,14,0.0,Naive,1.0
6483,14,0.1,Randomized,1.0
6484,14,0.0,Naive,1.0
6485,14,0.1,Randomized,1.0
6486,14,0.0,Naive,1.0
6487,14,0.1,Randomized,1.0
6488,14,0.0,Naive,1.0
6489,14,0.1,Randomized,1.0
6490,14,0.0,Naive,1.0
6491,14,0.1,Randomized,1.0
6492,14,0.0,Naive,1.0
6493,14,0.1,Randomized,1.0
6494,14,0.0,Naive,1.0
6495,14,0.1,Randomized,1.0
6496,14,0.0,Naive,1.0
6497,14,0.1,Randomized,1.0
6498,14,0.0,Naive,1.0
6499,14,0.1,Randomized,1.0
6500,14,0.0,Naive,1.0
6501,14,0.1,Randomized,1.0
6502,14,0.0,Naive,1.0
6503,14,0.1,Randomized,1.0
6504,14,0.0,Naive,1.0
6505,14,0.1,Randomized,1.0
6506,14,0.0,Naive,1.0
6507,14,0.1,Randomized,1.0
6508,14,0.0,Naive,1.0
6509,14,0.1,Randomized,1.0
6510,14,0.0,Naive,1.0
6511,14,0.1,Randomized,1.0
6512,14,0.0,Naive,1.0
6513,14,0.1,Randomized,1.0
6514,14,0.0,Naive,1.0
6515,14,0.1,Randomized,1.0
6516,14,0.0,Naive,1.0
6517,14,0.1,Randomized,1.0
6518,14,0.0,Naive,1.0
6519,14,0.1,Randomized,1.0
6520,14,0.0,Naive,1.0
6521,14,0.1,Randomized,1.0
6522,14,0.0,Naive,1.0
6523,14,0.1,Randomized,1.0
6524,14,0.0,Naive,1.0
6525,14,0.1,Randomized,1.0
6526,14,0.0,Naive,1.0
6527,14,0.1,Randomized,1.0
6528,14,0.0,Naive,1.0
6529,14,0.1,Randomized,1.0
6530,14,0.0,Naive,1.0
6531,14,0.1,Randomized,1.0
6532,14,0.0,Naive,1.0
6533,14,0.1,Randomized,1.0
6534,14,0.0,Naive,1.0
6535,14,0.1,Randomized,1.0
6536,14,0.0,Naive,1.0
6537,14,0.1,Randomized,1.0
6538,14,0.0,Naive,1.0
6539,14,0.1,Randomized,1.0
6540,14,0.0,Naive,1.0
6541,14,0.1,Randomized,1.0
6542,14,0.0,Naive,1.0
6543,14,0.1,Randomized,1.0
6544,14,0.0,Naive,1.0
6545,14,0.1,Randomized,1.0
6546,14,0.0,Naive,1.0
6547,14,0.1,Randomized,1.0
6548,14,0.0,Naive,1.0
6549,14,0.1,Randomized,1.0
6550,14,0.0,Naive,1.0
6551,14,0.1,Randomized,1.0
6552,14,0.0,Naive,1.0
6553,14,0.1,Randomized,1.0
6554,14,0.0,Naive,1.0
6555,14,0.1,Randomized,1.0
6556,14,0.0,Naive,1.0
6557,14,0.1,Randomized,1.0
6558,14,0.0,Naive,1.0
6559,14,0.1,Randomized,1.0
6560,14,0.0,Naive,1.0
6561,14,0.1,Randomized,1.0
6562,14,0.0,Naive,1.0
6563,14,0.1,Randomized,1.0
6564,14,0.0,Naive,1.0
6565,14,0.1,Randomized,1.0
6566,14,0.0,Naive,1.0
6567,14,0.1,Randomized,1.0
6568,14,0.0,Naive,1.0
6569,14,0.1,Randomized,1.0
6570,14,0.0,Naive,1.0
6571,14,0.1,Randomized,1.0
6572,14,0.0,Naive,1.0
6573,14,0.1,Randomized,1.0
6574,14,0.0,Naive,1.0
6575,14,0.1,Randomized,1.0
6576,14,0.0,Naive,1.0
6577,14,0.1,Randomized,1.0
6578,14,0.0,Naive,1.0
6579,14,0.1,Randomized,1.0
6580,14,0.0,Naive,1.0
6581,14,0.1,Randomized,1.0
6582,14,0.0,Naive,1.0
6583,14,0.1,Randomized,1.0
6584,14,0.0,Naive,1.0
6585,14,0.1,Randomized,1.0
6586,14,0.0,Naive,1.0
6587,14,0.1,Randomized,1.0
6588,14,0.0,Naive,1.0
6589,14,0.1,Randomized,1.0
6590,14,0.0,Naive,1.0
6591,14,0.1,Randomized,1.0
6592,14,0.0,Naive,1.0
6593,14,0.1,Randomized,1.0
6594,14,0.0,Naive,1.0
6595,14,0.1,Randomized,1.0
6596,14,0.0,Naive,1.0
6597,14,0.1,Randomized,1.0
6598,14,0.0,Naive,1.0
6599,14,0.1,Randomized,1.0
6600,14,0.0,Naive,1.0
6601,14,0.1,Randomized,1.0
6602,14,0.0,Naive,1.0
6603,14,0.1,Randomized,1.0
6604,14,0.0,Naive,1.0
6605,14,0.1,Randomized,1.0
6606,14,0.0,Naive,1.0
6607,14,0.1,Randomized,1.0
6608,14,0.0,Naive,1.0
6609,14,0.1,Randomized,1.0
6610,14,0.0,Naive,1.0
6611,14,0.1,Randomized,1.0
6612,14,0.0,Naive,1.0
6613,14,0.1,Randomized,1.0
6614,14,0.0,Naive,1.0
6615,14,0.1,Randomized,1.0
6616,14,0.0,Naive,1.0
6617,14,0.1,Randomized,1.0
6618,14,0.0,Naive,1.0
6619,14,0.1,Randomized,1.0
6620,14,0.0,Naive,1.0
6621,14,0.1,Randomized,1.0
6622,14,0.0,Naive,1.0
6623,14,0.1,Randomized,1.0
6624,14,0.0,Naive,1.0
6625,14,0.1,Randomized,1.0
6626,14,0.0,Naive,1.0
6627,14,0.1,Randomized,1.0
6628,14,0.0,Naive,1.0
6629,14,0.1,Randomized,1.0
6630,14,0.0,Naive,1.0
6631,14,0.1,Randomized,1.0
6632,14,0.0,Naive,1.0
6633,14,0.1,Randomized,1.0
6634,14,0.0,Naive,1.0
6635,14,0.1,Randomized,1.0
6636,14,0.0,Naive,1.0
6637,14,0.1,Randomized,1.0
6638,14,0.0,Naive,1.0
6639,14,0.1,Randomized,1.0
6640,14,0.0,Naive,1.0
6641,14,0.1,Randomized,1.0
6642,14,0.0,Naive,1.0
6643,14,0.1,Randomized,1.0
6644,14,0.0,Naive,1.0
6645,14,0.1,Randomized,1.0
6646,14,0.0,Naive,1.0
6647,14,0.1,Randomized,1.0
6648,14,0.0,Naive,1.0
6649,14,0.1,Randomized,1.0
6650,14,0.0,Naive,1.0
6651,14,0.1,Randomized,1.0
6652,14,0.0,Naive,1.0
6653,14,0.1,Randomized,1.0
6654,14,0.0,Naive,1.0
6655,14,0.1,Randomized,1.0
6656,14,0.0,Naive,1.0
6657,14,0.1,Randomized,1.0
6658,14,0.0,Naive,1.0
6659,14,0.1,Randomized,1.0
6660,14,0.0,Naive,1.0
6661,14,0.1,Randomized,1.0
6662,14,0.0,Naive,1.0
6663,14,0.1,Randomized,1.0
6664,14,0.0,Naive,1.0
6665,14,0.1,Randomized,1.0
6666,14,0.0,Naive,1.0
6667,14,0.1,Randomized,1.0
6668,14,0.0,Naive,1.0
6669,14,0.1,Randomized,1.0
6670,14,0.0,Naive,1.0
6671,14,0.1,Randomized,1.0
6672,14,0.0,Naive,1.0
