,delta,Tau,Method,ARI
777,2,0.1,Randomized,0.0
778,2,0.0,Naive,0.0
779,2,0.1,Randomized,0.0
780,2,0.0,Naive,0.0
781,2,0.1,Randomized,0.0
782,2,0.0,Naive,0.0
783,2,0.1,Randomized,0.0
784,2,0.0,Naive,0.0
785,2,0.1,Randomized,0.0
786,2,0.0,Naive,0.0
787,2,0.1,Randomized,0.0
788,2,0.0,Naive,0.0
789,2,0.1,Randomized,0.0
790,2,0.0,Naive,0.02145922746781116
791,2,0.1,Randomized,0.02145922746781116
792,2,0.0,Naive,0.0
793,2,0.1,Randomized,0.0
794,2,0.0,Naive,0.0
795,2,0.1,Randomized,0.0
796,2,0.0,Naive,0.0
797,2,0.1,Randomized,0.0
798,2,0.0,Naive,0.0
799,2,0.1,Randomized,0.0
800,2,0.0,Naive,0.0
801,2,0.1,Randomized,0.0
802,2,0.0,Naive,0.02145922746781116
803,2,0.1,Randomized,0.02145922746781116
804,2,0.0,Naive,0.0
805,2,0.1,Randomized,0.0
806,2,0.0,Naive,0.0
807,2,0.1,Randomized,0.0
808,2,0.0,Naive,0.0
809,2,0.1,Randomized,0.0
810,2,0.0,Naive,0.3244444444444444
811,2,0.1,Randomized,0.0
812,2,0.0,Naive,0.0
813,2,0.1,Randomized,0.0
814,2,0.0,Naive,0.0
815,2,0.1,Randomized,0.0
816,2,0.0,Naive,0.3303964757709251
817,2,0.1,Randomized,0.13071895424836602
818,2,0.0,Naive,0.7995558023320377
819,2,0.1,Randomized,0.7995558023320377
820,2,0.0,Naive,0.0
821,2,0.1,Randomized,0.0
822,2,0.0,Naive,0.0
823,2,0.1,Randomized,0.0
824,2,0.0,Naive,0.02145922746781116
825,2,0.1,Randomized,0.02145922746781116
826,2,0.0,Naive,0.0
827,2,0.1,Randomized,0.0
828,2,0.0,Naive,0.0
829,2,0.1,Randomized,0.0
830,2,0.0,Naive,0.21227197346600332
831,2,0.1,Randomized,0.21227197346600332
832,2,0.0,Naive,0.02145922746781116
833,2,0.1,Randomized,0.02145922746781116
834,2,0.0,Naive,0.4619655746807329
835,2,0.1,Randomized,0.4619655746807329
836,2,0.0,Naive,0.06489994591671173
837,2,0.1,Randomized,0.06489994591671173
838,2,0.0,Naive,0.02145922746781116
839,2,0.1,Randomized,0.02145922746781116
840,2,0.0,Naive,0.0
841,2,0.1,Randomized,0.0
842,2,0.0,Naive,0.0
843,2,0.1,Randomized,0.7995558023320377
844,2,0.0,Naive,0.13071895424836602
845,2,0.1,Randomized,0.0
846,2,0.0,Naive,0.0
847,2,0.1,Randomized,0.0
848,2,0.0,Naive,0.06489994591671173
849,2,0.1,Randomized,0.0
850,2,0.0,Naive,0.0
851,2,0.1,Randomized,0.0
852,2,0.0,Naive,0.0
853,2,0.1,Randomized,0.0
854,2,0.0,Naive,0.02145922746781116
855,2,0.1,Randomized,0.0
856,2,0.0,Naive,0.0
857,2,0.1,Randomized,0.0
858,2,0.0,Naive,0.0
859,2,0.1,Randomized,0.0
860,2,0.0,Naive,0.0
861,2,0.1,Randomized,-0.017306652244456464
862,2,0.0,Naive,0.0
863,2,0.1,Randomized,0.0
864,2,0.0,Naive,0.0
865,2,0.1,Randomized,0.0
866,2,0.0,Naive,0.0
867,2,0.1,Randomized,0.0
868,2,0.0,Naive,0.02145922746781116
869,2,0.1,Randomized,0.02145922746781116
870,2,0.0,Naive,0.0
871,2,0.1,Randomized,0.02145922746781116
872,2,0.0,Naive,0.0
873,2,0.1,Randomized,0.006535947712418301
874,2,0.0,Naive,0.0
875,2,0.1,Randomized,0.0
876,2,0.0,Naive,0.0
877,2,0.1,Randomized,0.0
878,2,0.0,Naive,0.0
879,2,0.1,Randomized,0.0
880,2,0.0,Naive,0.0
881,2,0.1,Randomized,0.0
882,2,0.0,Naive,0.0
883,2,0.1,Randomized,0.0
884,2,0.0,Naive,0.0
885,2,0.1,Randomized,0.0
886,2,0.0,Naive,0.0
887,2,0.1,Randomized,0.0
888,2,0.0,Naive,0.0
889,2,0.1,Randomized,0.0
890,2,0.0,Naive,0.3303964757709251
891,2,0.1,Randomized,0.02145922746781116
892,2,0.0,Naive,0.3303964757709251
893,2,0.1,Randomized,0.3303964757709251
894,2,0.0,Naive,0.02145922746781116
895,2,0.1,Randomized,0.02145922746781116
896,2,0.0,Naive,0.0
897,2,0.1,Randomized,0.0
898,2,0.0,Naive,0.0
899,2,0.1,Randomized,0.0
900,2,0.0,Naive,0.0
901,2,0.1,Randomized,0.0
902,2,0.0,Naive,0.06489994591671173
903,2,0.1,Randomized,0.06489994591671173
904,2,0.0,Naive,0.0
905,2,0.1,Randomized,0.0
906,2,0.0,Naive,0.0
907,2,0.1,Randomized,0.0
908,2,0.0,Naive,0.02145922746781116
909,2,0.1,Randomized,0.13071895424836602
910,2,0.0,Naive,0.0
911,2,0.1,Randomized,0.0
912,2,0.0,Naive,0.3303964757709251
913,2,0.1,Randomized,-0.017306652244456464
914,2,0.0,Naive,0.02145922746781116
915,2,0.1,Randomized,0.0
916,2,0.0,Naive,0.02145922746781116
917,2,0.1,Randomized,0.02145922746781116
918,2,0.0,Naive,0.2191780821917808
919,2,0.1,Randomized,0.2191780821917808
920,2,0.0,Naive,0.0
921,2,0.1,Randomized,0.0
922,2,0.0,Naive,0.3303964757709251
923,2,0.1,Randomized,0.3303964757709251
924,2,0.0,Naive,0.0
925,2,0.1,Randomized,0.0
926,2,0.0,Naive,0.0
927,2,0.1,Randomized,0.0
928,2,0.0,Naive,0.0
929,2,0.1,Randomized,0.02145922746781116
930,2,0.0,Naive,0.0
931,2,0.1,Randomized,0.0
932,2,0.0,Naive,0.0
933,2,0.1,Randomized,0.0
934,2,0.0,Naive,0.0
935,2,0.1,Randomized,0.0
936,2,0.0,Naive,0.0
937,2,0.1,Randomized,0.0
938,2,0.0,Naive,0.02145922746781116
939,2,0.1,Randomized,0.6208425720620843
940,2,0.0,Naive,0.0
941,2,0.1,Randomized,0.0
942,2,0.0,Naive,0.0
943,2,0.1,Randomized,0.0
944,2,0.0,Naive,0.06489994591671173
945,2,0.1,Randomized,0.0
946,2,0.0,Naive,0.0
947,2,0.1,Randomized,0.0
948,2,0.0,Naive,0.0
949,2,0.1,Randomized,0.0
950,2,0.0,Naive,0.0
951,2,0.1,Randomized,0.3303964757709251
952,2,0.0,Naive,0.0
953,2,0.1,Randomized,0.0
954,2,0.0,Naive,0.0
955,2,0.1,Randomized,0.0
956,2,0.0,Naive,0.13071895424836602
957,2,0.1,Randomized,-0.013333333333333334
958,2,0.0,Naive,0.0
959,2,0.1,Randomized,0.0
960,2,0.0,Naive,0.06489994591671173
961,2,0.1,Randomized,0.06489994591671173
962,2,0.0,Naive,0.62
963,2,0.1,Randomized,0.0
964,2,0.0,Naive,0.0
965,2,0.1,Randomized,0.0
966,2,0.0,Naive,0.0
967,2,0.1,Randomized,0.02145922746781116
968,2,0.0,Naive,0.0
969,2,0.1,Randomized,0.0
970,2,0.0,Naive,0.02145922746781116
971,2,0.1,Randomized,0.06489994591671173
972,2,0.0,Naive,0.0
973,2,0.1,Randomized,0.0
974,2,0.0,Naive,0.0
975,2,0.1,Randomized,0.0
976,2,0.0,Naive,0.0
977,2,0.1,Randomized,0.0
978,2,0.0,Naive,0.7995558023320377
979,2,0.1,Randomized,0.7995558023320377
980,2,0.0,Naive,0.0
981,2,0.1,Randomized,0.0
982,2,0.0,Naive,0.02145922746781116
983,2,0.1,Randomized,0.02145922746781116
984,2,0.0,Naive,0.0
985,2,0.1,Randomized,0.0
986,2,0.0,Naive,0.0
987,2,0.1,Randomized,0.0
988,2,0.0,Naive,0.3303964757709251
989,2,0.1,Randomized,0.0
990,2,0.0,Naive,0.02145922746781116
991,2,0.1,Randomized,0.3259423503325942
992,2,0.0,Naive,0.7995558023320377
993,2,0.1,Randomized,0.0
994,2,0.0,Naive,0.06489994591671173
995,2,0.1,Randomized,0.06489994591671173
996,2,0.0,Naive,0.0
997,2,0.1,Randomized,0.0
998,2,0.0,Naive,0.0
999,2,0.1,Randomized,0.0
1000,4,0.0,Naive,0.0
1001,4,0.1,Randomized,0.6208425720620843
1002,4,0.0,Naive,1.0
1003,4,0.1,Randomized,1.0
1004,4,0.0,Naive,0.0
1005,4,0.1,Randomized,0.0
1006,4,0.0,Naive,0.0
1007,4,0.1,Randomized,0.0
1008,4,0.0,Naive,0.0
1009,4,0.1,Randomized,0.0
1010,4,0.0,Naive,1.0
1011,4,0.1,Randomized,1.0
1012,4,0.0,Naive,0.06489994591671173
1013,4,0.1,Randomized,0.02145922746781116
1014,4,0.0,Naive,0.0
1015,4,0.1,Randomized,0.0
1016,4,0.0,Naive,0.7995558023320377
1017,4,0.1,Randomized,0.7995558023320377
1018,4,0.0,Naive,0.0
1019,4,0.1,Randomized,0.0
1020,4,0.0,Naive,0.0
1021,4,0.1,Randomized,0.0
1022,4,0.0,Naive,0.7995558023320377
1023,4,0.1,Randomized,0.7995558023320377
1024,4,0.0,Naive,0.0
1025,4,0.1,Randomized,0.02145922746781116
1026,4,0.0,Naive,1.0
1027,4,0.1,Randomized,1.0
1028,4,0.0,Naive,0.06489994591671173
1029,4,0.1,Randomized,0.0
1030,4,0.0,Naive,0.46434494195688225
1031,4,0.1,Randomized,0.46434494195688225
1032,4,0.0,Naive,0.0
1033,4,0.1,Randomized,0.0
1034,4,0.0,Naive,0.2191780821917808
1035,4,0.1,Randomized,0.2191780821917808
1036,4,0.0,Naive,1.0
1037,4,0.1,Randomized,0.7995558023320377
1038,4,0.0,Naive,1.0
1039,4,0.1,Randomized,1.0
1040,4,0.0,Naive,0.0
1041,4,0.1,Randomized,0.0
1042,4,0.0,Naive,0.6208425720620843
1043,4,0.1,Randomized,0.6208425720620843
1044,4,0.0,Naive,0.0
1045,4,0.1,Randomized,0.62
1046,4,0.0,Naive,1.0
1047,4,0.1,Randomized,0.0
1048,4,0.0,Naive,1.0
1049,4,0.1,Randomized,1.0
1050,4,0.0,Naive,0.0
1051,4,0.1,Randomized,0.0
1052,4,0.0,Naive,0.0
1053,4,0.1,Randomized,0.0
1054,4,0.0,Naive,1.0
1055,4,0.1,Randomized,0.0
1056,4,0.0,Naive,0.0
1057,4,0.1,Randomized,0.0
1058,4,0.0,Naive,1.0
1059,4,0.1,Randomized,1.0
1060,4,0.0,Naive,1.0
1061,4,0.1,Randomized,1.0
1062,4,0.0,Naive,0.02145922746781116
1063,4,0.1,Randomized,0.6208425720620843
1064,4,0.0,Naive,1.0
1065,4,0.1,Randomized,1.0
1066,4,0.0,Naive,0.6208425720620843
1067,4,0.1,Randomized,0.6208425720620843
1068,4,0.0,Naive,1.0
1069,4,0.1,Randomized,1.0
1070,4,0.0,Naive,0.0
1071,4,0.1,Randomized,0.7995558023320377
1072,4,0.0,Naive,0.0
1073,4,0.1,Randomized,0.0
1074,4,0.0,Naive,1.0
1075,4,0.1,Randomized,1.0
1076,4,0.0,Naive,1.0
1077,4,0.1,Randomized,1.0
1078,4,0.0,Naive,0.0
1079,4,0.1,Randomized,0.0
1080,4,0.0,Naive,0.6208425720620843
1081,4,0.1,Randomized,0.46434494195688225
1082,4,0.0,Naive,0.0
1083,4,0.1,Randomized,0.0
1084,4,0.0,Naive,1.0
1085,4,0.1,Randomized,1.0
1086,4,0.0,Naive,0.0
1087,4,0.1,Randomized,0.0
1088,4,0.0,Naive,1.0
1089,4,0.1,Randomized,0.0
1090,4,0.0,Naive,0.0
1091,4,0.1,Randomized,0.0
1092,4,0.0,Naive,1.0
1093,4,0.1,Randomized,0.0
1094,4,0.0,Naive,0.0
1095,4,0.1,Randomized,0.0
1096,4,0.0,Naive,0.0
1097,4,0.1,Randomized,0.0
1098,4,0.0,Naive,0.0
1099,4,0.1,Randomized,0.2191780821917808
1100,4,0.0,Naive,1.0
1101,4,0.1,Randomized,1.0
1102,4,0.0,Naive,0.0
1103,4,0.1,Randomized,0.0
1104,4,0.0,Naive,0.6208425720620843
1105,4,0.1,Randomized,0.02145922746781116
1106,4,0.0,Naive,0.0
1107,4,0.1,Randomized,0.0
1108,4,0.0,Naive,0.0
1109,4,0.1,Randomized,0.0
1110,4,0.0,Naive,0.13071895424836602
1111,4,0.1,Randomized,0.0
1112,4,0.0,Naive,0.7995558023320377
1113,4,0.1,Randomized,0.0
1114,4,0.0,Naive,1.0
1115,4,0.1,Randomized,1.0
1116,4,0.0,Naive,0.0
1117,4,0.1,Randomized,0.0
1118,4,0.0,Naive,0.02145922746781116
1119,4,0.1,Randomized,0.02145922746781116
1120,4,0.0,Naive,0.0
1121,4,0.1,Randomized,0.0
1122,4,0.0,Naive,1.0
1123,4,0.1,Randomized,1.0
1124,4,0.0,Naive,0.0
1125,4,0.1,Randomized,0.0
1126,4,0.0,Naive,0.0
1127,4,0.1,Randomized,0.0
1128,4,0.0,Naive,1.0
1129,4,0.1,Randomized,1.0
1130,4,0.0,Naive,1.0
1131,4,0.1,Randomized,1.0
1132,4,0.0,Naive,0.0
1133,4,0.1,Randomized,0.0
1134,4,0.0,Naive,0.6208425720620843
1135,4,0.1,Randomized,0.6208425720620843
1136,4,0.0,Naive,0.7995558023320377
1137,4,0.1,Randomized,0.7995558023320377
1138,4,0.0,Naive,0.06489994591671173
1139,4,0.1,Randomized,0.0
1140,4,0.0,Naive,0.13071895424836602
1141,4,0.1,Randomized,0.0
1142,4,0.0,Naive,0.0
1143,4,0.1,Randomized,0.7995558023320377
1144,4,0.0,Naive,1.0
1145,4,0.1,Randomized,1.0
1146,4,0.0,Naive,0.46434494195688225
1147,4,0.1,Randomized,0.46434494195688225
1148,4,0.0,Naive,0.0
1149,4,0.1,Randomized,0.4619655746807329
1150,4,0.0,Naive,0.0
1151,4,0.1,Randomized,0.0
1152,4,0.0,Naive,0.0
1153,4,0.1,Randomized,0.0
1154,4,0.0,Naive,0.0
1155,4,0.1,Randomized,0.0
1156,4,0.0,Naive,1.0
1157,4,0.1,Randomized,0.0
1158,4,0.0,Naive,0.13071895424836602
1159,4,0.1,Randomized,0.0
1160,4,0.0,Naive,0.02145922746781116
1161,4,0.1,Randomized,0.02145922746781116
1162,4,0.0,Naive,0.0
1163,4,0.1,Randomized,0.13071895424836602
1164,4,0.0,Naive,1.0
1165,4,0.1,Randomized,0.0
1166,4,0.0,Naive,0.46434494195688225
1167,4,0.1,Randomized,0.0
1168,4,0.0,Naive,0.0
1169,4,0.1,Randomized,0.0
1170,4,0.0,Naive,0.46434494195688225
1171,4,0.1,Randomized,0.0
1172,4,0.0,Naive,1.0
1173,4,0.1,Randomized,1.0
1174,4,0.0,Naive,0.7995558023320377
1175,4,0.1,Randomized,0.7995558023320377
1176,4,0.0,Naive,0.0
1177,4,0.1,Randomized,0.13071895424836602
1178,4,0.0,Naive,0.0
1179,4,0.1,Randomized,0.0
1180,4,0.0,Naive,1.0
1181,4,0.1,Randomized,1.0
1182,4,0.0,Naive,0.0
1183,4,0.1,Randomized,0.0
1184,4,0.0,Naive,1.0
1185,4,0.1,Randomized,0.7995558023320377
1186,4,0.0,Naive,1.0
1187,4,0.1,Randomized,1.0
1188,4,0.0,Naive,0.06489994591671173
1189,4,0.1,Randomized,0.0
1190,4,0.0,Naive,0.0
1191,4,0.1,Randomized,0.0
1192,4,0.0,Naive,0.7995558023320377
1193,4,0.1,Randomized,1.0
1194,4,0.0,Naive,1.0
1195,4,0.1,Randomized,1.0
1196,4,0.0,Naive,1.0
1197,4,0.1,Randomized,1.0
1198,4,0.0,Naive,0.0
1199,4,0.1,Randomized,0.0
1200,4,0.0,Naive,0.0
1201,4,0.1,Randomized,0.04422332780541736
1202,4,0.0,Naive,0.0
1203,4,0.1,Randomized,0.0
1204,4,0.0,Naive,1.0
1205,4,0.1,Randomized,1.0
1206,4,0.0,Naive,0.0
1207,4,0.1,Randomized,0.7995558023320377
1208,4,0.0,Naive,0.6208425720620843
1209,4,0.1,Randomized,0.6208425720620843
1210,4,0.0,Naive,0.0
1211,4,0.1,Randomized,0.0
1212,4,0.0,Naive,0.6208425720620843
1213,4,0.1,Randomized,0.6208425720620843
1214,4,0.0,Naive,0.0
1215,4,0.1,Randomized,0.0
1216,4,0.0,Naive,0.0
1217,4,0.1,Randomized,0.0
1218,4,0.0,Naive,0.6208425720620843
1219,4,0.1,Randomized,0.6208425720620843
1220,4,0.0,Naive,0.0
1221,4,0.1,Randomized,0.0
1222,4,0.0,Naive,1.0
1223,4,0.1,Randomized,0.0
1224,4,0.0,Naive,0.0
1225,4,0.1,Randomized,0.3303964757709251
1226,4,0.0,Naive,0.7995558023320377
1227,4,0.1,Randomized,0.0
1228,4,0.0,Naive,0.0
1229,4,0.1,Randomized,0.7995558023320377
1230,4,0.0,Naive,1.0
1231,4,0.1,Randomized,1.0
1232,4,0.0,Naive,0.6208425720620843
1233,4,0.1,Randomized,0.46434494195688225
1234,4,0.0,Naive,0.0
1235,4,0.1,Randomized,0.0
1236,4,0.0,Naive,0.3303964757709251
1237,4,0.1,Randomized,0.02145922746781116
1238,4,0.0,Naive,0.0
1239,4,0.1,Randomized,0.0
1240,4,0.0,Naive,0.0
1241,4,0.1,Randomized,0.7995558023320377
1242,4,0.0,Naive,0.0
1243,4,0.1,Randomized,0.7995558023320377
1244,4,0.0,Naive,0.7995558023320377
1245,4,0.1,Randomized,0.7995558023320377
1246,4,0.0,Naive,0.0
1247,4,0.1,Randomized,0.0
1248,4,0.0,Naive,0.0
1249,4,0.1,Randomized,0.02145922746781116
1250,4,0.0,Naive,0.0
1251,4,0.1,Randomized,0.0
1252,4,0.0,Naive,1.0
1253,4,0.1,Randomized,0.7995558023320377
1254,4,0.0,Naive,0.0
1255,4,0.1,Randomized,0.02145922746781116
1256,4,0.0,Naive,0.06489994591671173
1257,4,0.1,Randomized,0.7995558023320377
1258,4,0.0,Naive,1.0
1259,4,0.1,Randomized,0.02145922746781116
1260,4,0.0,Naive,0.0
1261,4,0.1,Randomized,1.0
1262,4,0.0,Naive,0.0
1263,4,0.1,Randomized,0.0
1264,4,0.0,Naive,0.0
1265,4,0.1,Randomized,0.0
1266,4,0.0,Naive,0.6208425720620843
1267,4,0.1,Randomized,0.6208425720620843
1268,4,0.0,Naive,0.0
1269,4,0.1,Randomized,0.06489994591671173
1270,4,0.0,Naive,1.0
1271,4,0.1,Randomized,1.0
1272,4,0.0,Naive,0.0
1273,4,0.1,Randomized,0.0
1274,4,0.0,Naive,1.0
1275,4,0.1,Randomized,0.7995558023320377
1276,4,0.0,Naive,0.7995558023320377
1277,4,0.1,Randomized,0.7995558023320377
1278,4,0.0,Naive,1.0
1279,4,0.1,Randomized,1.0
1280,4,0.0,Naive,0.0
1281,4,0.1,Randomized,0.0
1282,4,0.0,Naive,0.02145922746781116
1283,4,0.1,Randomized,0.02145922746781116
1284,4,0.0,Naive,1.0
1285,4,0.1,Randomized,1.0
1286,4,0.0,Naive,0.0
1287,4,0.1,Randomized,0.0
1288,4,0.0,Naive,0.2191780821917808
1289,4,0.1,Randomized,0.46434494195688225
1290,4,0.0,Naive,1.0
1291,4,0.1,Randomized,1.0
1292,4,0.0,Naive,0.46434494195688225
1293,4,0.1,Randomized,0.46434494195688225
1294,4,0.0,Naive,0.0
1295,4,0.1,Randomized,0.0
1296,4,0.0,Naive,0.6208425720620843
1297,4,0.1,Randomized,0.6208425720620843
1298,4,0.0,Naive,0.7995558023320377
1299,4,0.1,Randomized,1.0
1300,4,0.0,Naive,0.2087729039422543
1301,4,0.1,Randomized,0.2087729039422543
1302,4,0.0,Naive,0.0
1303,4,0.1,Randomized,0.0
1304,4,0.0,Naive,1.0
1305,4,0.1,Randomized,1.0
1306,4,0.0,Naive,1.0
1307,4,0.1,Randomized,1.0
1308,4,0.0,Naive,1.0
1309,4,0.1,Randomized,1.0
1310,4,0.0,Naive,0.02145922746781116
1311,4,0.1,Randomized,0.0
1312,4,0.0,Naive,1.0
1313,4,0.1,Randomized,1.0
1314,4,0.0,Naive,1.0
1315,4,0.1,Randomized,1.0
1316,4,0.0,Naive,0.0
1317,4,0.1,Randomized,0.0
1318,4,0.0,Naive,0.0
1319,4,0.1,Randomized,0.2191780821917808
1320,4,0.0,Naive,0.0
1321,4,0.1,Randomized,0.0
1322,4,0.0,Naive,0.0
1323,4,0.1,Randomized,0.0
1324,4,0.0,Naive,0.6208425720620843
1325,4,0.1,Randomized,0.6208425720620843
1326,4,0.0,Naive,1.0
1327,4,0.1,Randomized,1.0
1328,4,0.0,Naive,0.0
1329,4,0.1,Randomized,0.0
1330,4,0.0,Naive,0.0
1331,4,0.1,Randomized,0.0
1332,4,0.0,Naive,0.0
1333,4,0.1,Randomized,0.0
1334,4,0.0,Naive,1.0
1335,4,0.1,Randomized,1.0
1336,4,0.0,Naive,1.0
1337,4,0.1,Randomized,1.0
1338,4,0.0,Naive,1.0
1339,4,0.1,Randomized,1.0
1340,4,0.0,Naive,0.0
1341,4,0.1,Randomized,0.0
1342,4,0.0,Naive,0.0
1343,4,0.1,Randomized,0.46434494195688225
1344,4,0.0,Naive,0.0
1345,4,0.1,Randomized,1.0
1346,4,0.0,Naive,0.0
1347,4,0.1,Randomized,0.0
1348,4,0.0,Naive,0.7995558023320377
1349,4,0.1,Randomized,0.7995558023320377
1350,4,0.0,Naive,0.0
1351,4,0.1,Randomized,0.02145922746781116
1352,4,0.0,Naive,1.0
1353,4,0.1,Randomized,1.0
1354,4,0.0,Naive,0.6208425720620843
1355,4,0.1,Randomized,0.6208425720620843
1356,4,0.0,Naive,1.0
1357,4,0.1,Randomized,1.0
1358,4,0.0,Naive,0.0
1359,4,0.1,Randomized,0.6208425720620843
1360,4,0.0,Naive,0.0
1361,4,0.1,Randomized,0.0
1362,4,0.0,Naive,0.7995558023320377
1363,4,0.1,Randomized,0.7995558023320377
1364,4,0.0,Naive,0.46434494195688225
1365,4,0.1,Randomized,0.46434494195688225
1366,4,0.0,Naive,0.7995558023320377
1367,4,0.1,Randomized,0.7995558023320377
1368,4,0.0,Naive,0.06489994591671173
1369,4,0.1,Randomized,0.6208425720620843
1370,4,0.0,Naive,1.0
1371,4,0.1,Randomized,1.0
1372,4,0.0,Naive,0.0
1373,4,0.1,Randomized,0.0
1374,4,0.0,Naive,0.0
1375,4,0.1,Randomized,0.0
1376,4,0.0,Naive,0.0
1377,4,0.1,Randomized,0.0
1378,4,0.0,Naive,0.06489994591671173
1379,4,0.1,Randomized,0.02145922746781116
1380,4,0.0,Naive,1.0
1381,4,0.1,Randomized,0.6208425720620843
1382,4,0.0,Naive,1.0
1383,4,0.1,Randomized,1.0
1384,4,0.0,Naive,1.0
1385,4,0.1,Randomized,1.0
1386,4,0.0,Naive,1.0
1387,4,0.1,Randomized,1.0
1388,4,0.0,Naive,1.0
1389,4,0.1,Randomized,0.02145922746781116
1390,4,0.0,Naive,0.0
1391,4,0.1,Randomized,0.0
1392,4,0.0,Naive,0.0
1393,4,0.1,Randomized,0.0
1394,4,0.0,Naive,0.0
1395,4,0.1,Randomized,0.0
1396,4,0.0,Naive,1.0
1397,4,0.1,Randomized,1.0
1398,4,0.0,Naive,0.7995558023320377
1399,4,0.1,Randomized,0.0
1400,4,0.0,Naive,1.0
1401,4,0.1,Randomized,1.0
1402,4,0.0,Naive,0.0
1403,4,0.1,Randomized,0.0
1404,4,0.0,Naive,0.62
1405,4,0.1,Randomized,0.7995558023320377
1406,4,0.0,Naive,0.7995558023320377
1407,4,0.1,Randomized,0.7995558023320377
1408,4,0.0,Naive,1.0
1409,4,0.1,Randomized,0.0
1410,4,0.0,Naive,1.0
1411,4,0.1,Randomized,1.0
1412,4,0.0,Naive,0.7995558023320377
1413,4,0.1,Randomized,0.7995558023320377
1414,4,0.0,Naive,0.6208425720620843
1415,4,0.1,Randomized,0.6208425720620843
1416,4,0.0,Naive,0.7995558023320377
1417,4,0.1,Randomized,0.0
1418,4,0.0,Naive,0.0
1419,4,0.1,Randomized,0.0
1420,4,0.0,Naive,0.0
1421,4,0.1,Randomized,0.0
1422,4,0.0,Naive,0.7995558023320377
1423,4,0.1,Randomized,0.7995558023320377
1424,4,0.0,Naive,0.0
1425,4,0.1,Randomized,0.7995558023320377
1426,4,0.0,Naive,1.0
1427,4,0.1,Randomized,1.0
1428,4,0.0,Naive,0.06489994591671173
1429,4,0.1,Randomized,0.0
1430,4,0.0,Naive,0.6208425720620843
1431,4,0.1,Randomized,0.6208425720620843
1432,4,0.0,Naive,1.0
1433,4,0.1,Randomized,1.0
1434,4,0.0,Naive,0.0
1435,4,0.1,Randomized,0.0
1436,4,0.0,Naive,0.0
1437,4,0.1,Randomized,0.0
1438,4,0.0,Naive,1.0
1439,4,0.1,Randomized,1.0
1440,4,0.0,Naive,1.0
1441,4,0.1,Randomized,1.0
1442,4,0.0,Naive,0.6208425720620843
1443,4,0.1,Randomized,0.6208425720620843
1444,4,0.0,Naive,1.0
1445,4,0.1,Randomized,1.0
1446,4,0.0,Naive,0.0
1447,4,0.1,Randomized,0.0
1448,4,0.0,Naive,1.0
1449,4,0.1,Randomized,1.0
1450,4,0.0,Naive,0.0
1451,4,0.1,Randomized,0.0
1452,4,0.0,Naive,0.02145922746781116
1453,4,0.1,Randomized,0.0
1454,4,0.0,Naive,0.6208425720620843
1455,4,0.1,Randomized,0.0
1456,4,0.0,Naive,0.06489994591671173
1457,4,0.1,Randomized,0.7995558023320377
1458,4,0.0,Naive,0.0
1459,4,0.1,Randomized,0.0
1460,4,0.0,Naive,0.0
1461,4,0.1,Randomized,0.0
1462,4,0.0,Naive,1.0
1463,4,0.1,Randomized,1.0
1464,4,0.0,Naive,0.0
1465,4,0.1,Randomized,0.02145922746781116
1466,4,0.0,Naive,0.0
1467,4,0.1,Randomized,0.0
1468,4,0.0,Naive,0.0
1469,4,0.1,Randomized,0.7995558023320377
1470,4,0.0,Naive,0.7995558023320377
1471,4,0.1,Randomized,0.7995558023320377
1472,4,0.0,Naive,1.0
1473,4,0.1,Randomized,0.0
1474,4,0.0,Naive,0.0
1475,4,0.1,Randomized,0.0
1476,4,0.0,Naive,0.0
1477,4,0.1,Randomized,0.0
1478,4,0.0,Naive,1.0
1479,4,0.1,Randomized,1.0
1480,4,0.0,Naive,0.0
1481,4,0.1,Randomized,0.0
1482,4,0.0,Naive,0.7995558023320377
1483,4,0.1,Randomized,1.0
1484,4,0.0,Naive,0.0
1485,4,0.1,Randomized,0.0
1486,4,0.0,Naive,0.0
1487,4,0.1,Randomized,0.0
1488,4,0.0,Naive,1.0
1489,4,0.1,Randomized,0.0
1490,4,0.0,Naive,1.0
1491,4,0.1,Randomized,0.6208425720620843
1492,4,0.0,Naive,0.0
1493,4,0.1,Randomized,0.06489994591671173
1494,4,0.0,Naive,1.0
1495,4,0.1,Randomized,1.0
1496,4,0.0,Naive,0.02145922746781116
1497,4,0.1,Randomized,0.02145922746781116
1498,4,0.0,Naive,0.0
1499,4,0.1,Randomized,0.0
1500,4,0.0,Naive,1.0
1501,4,0.1,Randomized,1.0
1502,4,0.0,Naive,0.0
1503,4,0.1,Randomized,0.0
1504,4,0.0,Naive,1.0
1505,4,0.1,Randomized,1.0
1506,4,0.0,Naive,0.0
1507,4,0.1,Randomized,0.0
1508,4,0.0,Naive,1.0
1509,4,0.1,Randomized,1.0
1510,4,0.0,Naive,0.0
1511,4,0.1,Randomized,0.0
1512,4,0.0,Naive,0.6208425720620843
1513,4,0.1,Randomized,0.0
1514,4,0.0,Naive,0.0
1515,4,0.1,Randomized,0.0
1516,4,0.0,Naive,1.0
1517,4,0.1,Randomized,1.0
1518,4,0.0,Naive,0.0
1519,4,0.1,Randomized,0.0
1520,4,0.0,Naive,0.0
1521,4,0.1,Randomized,0.0
1522,4,0.0,Naive,0.0
1523,4,0.1,Randomized,0.02145922746781116
1524,4,0.0,Naive,0.0
