,Tau,Method,ARI
3234,0.05,Randomized,1.0
3235,0.1,Randomized,1.0
3236,0.25,Randomized,0.02145922746781116
3237,0.5,Randomized,1.0
3238,1.0,Randomized,0.0
3239,5.0,Randomized,0.11333333333333333
3240,0.0,Naive,1.0
3241,0.025,Randomized,1.0
3242,0.05,Randomized,1.0
3243,0.1,Randomized,1.0
3244,0.25,Randomized,1.0
3245,0.5,Randomized,0.0
3246,1.0,Randomized,0.02145922746781116
3247,5.0,Randomized,0.02145922746781116
3248,0.0,Naive,1.0
3249,0.025,Randomized,0.0
3250,0.05,Randomized,1.0
3251,0.1,Randomized,0.0
3252,0.25,Randomized,0.0
3253,0.5,Randomized,0.0
3254,1.0,Randomized,-0.017306652244456464
3255,5.0,Randomized,-0.019313304721030045
3256,0.0,Naive,1.0
3257,0.025,Randomized,1.0
3258,0.05,Randomized,1.0
3259,0.1,Randomized,1.0
3260,0.25,Randomized,0.0
3261,0.5,Randomized,0.0
3262,1.0,Randomized,0.0
3263,5.0,Randomized,0.0
3264,0.0,Naive,1.0
3265,0.025,Randomized,1.0
3266,0.05,Randomized,1.0
3267,0.1,Randomized,1.0
3268,0.25,Randomized,1.0
3269,0.5,Randomized,0.0
3270,1.0,Randomized,0.0
3271,5.0,Randomized,0.11529933481152993
3272,0.0,Naive,1.0
3273,0.025,Randomized,1.0
3274,0.05,Randomized,1.0
3275,0.1,Randomized,1.0
3276,0.25,Randomized,1.0
3277,0.5,Randomized,0.3303964757709251
3278,1.0,Randomized,-0.04441976679622432
3279,5.0,Randomized,-0.013333333333333334
3280,0.0,Naive,0.0
3281,0.025,Randomized,1.0
3282,0.05,Randomized,1.0
3283,0.1,Randomized,1.0
3284,0.25,Randomized,0.02145922746781116
3285,0.5,Randomized,1.0
3286,1.0,Randomized,0.21227197346600332
3287,5.0,Randomized,-0.011086474501108648
3288,0.0,Naive,1.0
3289,0.025,Randomized,1.0
3290,0.05,Randomized,1.0
3291,0.1,Randomized,1.0
3292,0.25,Randomized,1.0
3293,0.5,Randomized,0.0
3294,1.0,Randomized,0.02145922746781116
3295,5.0,Randomized,0.006535947712418301
3296,0.0,Naive,1.0
3297,0.025,Randomized,1.0
3298,0.05,Randomized,1.0
3299,0.1,Randomized,1.0
3300,0.25,Randomized,0.0
3301,0.5,Randomized,0.13071895424836602
3302,1.0,Randomized,0.13071895424836602
3303,5.0,Randomized,-0.030684931506849315
3304,0.0,Naive,0.13071895424836602
3305,0.025,Randomized,0.13071895424836602
3306,0.05,Randomized,0.13071895424836602
3307,0.1,Randomized,0.13071895424836602
3308,0.25,Randomized,0.7995558023320377
3309,0.5,Randomized,0.13071895424836602
3310,1.0,Randomized,0.06489994591671173
3311,5.0,Randomized,0.0526027397260274
3312,0.0,Naive,1.0
3313,0.025,Randomized,1.0
3314,0.05,Randomized,1.0
3315,0.1,Randomized,1.0
3316,0.25,Randomized,1.0
3317,0.5,Randomized,1.0
3318,1.0,Randomized,-0.030684931506849315
3319,5.0,Randomized,0.06489994591671173
3320,0.0,Naive,1.0
3321,0.025,Randomized,1.0
3322,0.05,Randomized,1.0
3323,0.1,Randomized,1.0
3324,0.25,Randomized,1.0
3325,0.5,Randomized,0.0
3326,1.0,Randomized,0.0
3327,5.0,Randomized,-0.03980099502487562
3328,0.0,Naive,0.7995558023320377
3329,0.025,Randomized,0.7995558023320377
3330,0.05,Randomized,0.7995558023320377
3331,0.1,Randomized,1.0
3332,0.25,Randomized,1.0
3333,0.5,Randomized,0.0
3334,1.0,Randomized,-0.019313304721030045
3335,5.0,Randomized,-0.004405286343612335
3336,0.0,Naive,1.0
3337,0.025,Randomized,1.0
3338,0.05,Randomized,1.0
3339,0.1,Randomized,1.0
3340,0.25,Randomized,1.0
3341,0.5,Randomized,1.0
3342,1.0,Randomized,-0.046255506607929514
3343,5.0,Randomized,0.06489994591671173
3344,0.0,Naive,1.0
3345,0.025,Randomized,1.0
3346,0.05,Randomized,1.0
3347,0.1,Randomized,1.0
3348,0.25,Randomized,1.0
3349,0.5,Randomized,0.0
3350,1.0,Randomized,-0.019313304721030045
3351,5.0,Randomized,0.11333333333333333
3352,0.0,Naive,1.0
3353,0.025,Randomized,1.0
3354,0.05,Randomized,1.0
3355,0.1,Randomized,1.0
3356,0.25,Randomized,0.0
3357,0.5,Randomized,0.0
3358,1.0,Randomized,0.0
3359,5.0,Randomized,-0.019313304721030045
3360,0.0,Naive,1.0
3361,0.025,Randomized,1.0
3362,0.05,Randomized,1.0
3363,0.1,Randomized,1.0
3364,0.25,Randomized,1.0
3365,0.5,Randomized,0.0
3366,1.0,Randomized,0.02145922746781116
3367,5.0,Randomized,-0.017306652244456464
3368,0.0,Naive,1.0
3369,0.025,Randomized,1.0
3370,0.05,Randomized,1.0
3371,0.1,Randomized,1.0
3372,0.25,Randomized,0.0
3373,0.5,Randomized,0.02145922746781116
3374,1.0,Randomized,0.13071895424836602
3375,5.0,Randomized,0.03997779011660189
3376,0.0,Naive,1.0
3377,0.025,Randomized,1.0
3378,0.05,Randomized,1.0
3379,0.1,Randomized,1.0
3380,0.25,Randomized,1.0
3381,0.5,Randomized,0.0
3382,1.0,Randomized,0.02145922746781116
3383,5.0,Randomized,-0.04441976679622432
3384,0.0,Naive,1.0
3385,0.025,Randomized,1.0
3386,0.05,Randomized,1.0
3387,0.1,Randomized,1.0
3388,0.25,Randomized,1.0
3389,0.5,Randomized,0.6208425720620843
3390,1.0,Randomized,0.11529933481152993
3391,5.0,Randomized,-0.013333333333333334
3392,0.0,Naive,1.0
3393,0.025,Randomized,1.0
3394,0.05,Randomized,1.0
3395,0.1,Randomized,1.0
3396,0.25,Randomized,1.0
3397,0.5,Randomized,0.0
3398,1.0,Randomized,0.21227197346600332
3399,5.0,Randomized,-0.03980099502487562
3400,0.0,Naive,1.0
3401,0.025,Randomized,1.0
3402,0.05,Randomized,1.0
3403,0.1,Randomized,1.0
3404,0.25,Randomized,0.7995558023320377
3405,0.5,Randomized,0.3303964757709251
3406,1.0,Randomized,0.13071895424836602
3407,5.0,Randomized,0.04422332780541736
3408,0.0,Naive,1.0
3409,0.025,Randomized,1.0
3410,0.05,Randomized,1.0
3411,0.1,Randomized,1.0
3412,0.25,Randomized,0.02145922746781116
3413,0.5,Randomized,0.06489994591671173
3414,1.0,Randomized,-0.017306652244456464
3415,5.0,Randomized,-0.030684931506849315
3416,0.0,Naive,1.0
3417,0.025,Randomized,1.0
3418,0.05,Randomized,1.0
3419,0.1,Randomized,1.0
3420,0.25,Randomized,1.0
3421,0.5,Randomized,1.0
3422,1.0,Randomized,0.02145922746781116
3423,5.0,Randomized,-0.03980099502487562
3424,0.0,Naive,1.0
3425,0.025,Randomized,1.0
3426,0.05,Randomized,1.0
3427,0.1,Randomized,1.0
3428,0.25,Randomized,1.0
3429,0.5,Randomized,0.7995558023320377
3430,1.0,Randomized,0.02145922746781116
3431,5.0,Randomized,-0.034858387799564274
3432,0.0,Naive,1.0
3433,0.025,Randomized,1.0
3434,0.05,Randomized,1.0
3435,0.1,Randomized,1.0
3436,0.25,Randomized,0.02145922746781116
3437,0.5,Randomized,0.13071895424836602
3438,1.0,Randomized,-0.019313304721030045
3439,5.0,Randomized,-0.017306652244456464
3440,0.0,Naive,1.0
3441,0.025,Randomized,1.0
3442,0.05,Randomized,1.0
3443,0.1,Randomized,1.0
3444,0.25,Randomized,1.0
3445,0.5,Randomized,0.0
3446,1.0,Randomized,-0.046255506607929514
3447,5.0,Randomized,0.11529933481152993
3448,0.0,Naive,0.0
3449,0.025,Randomized,0.0
3450,0.05,Randomized,0.0
3451,0.1,Randomized,0.0
3452,0.25,Randomized,1.0
3453,0.5,Randomized,0.0
3454,1.0,Randomized,0.06489994591671173
3455,5.0,Randomized,0.04422332780541736
3456,0.0,Naive,1.0
3457,0.025,Randomized,1.0
3458,0.05,Randomized,1.0
3459,0.1,Randomized,0.7995558023320377
3460,0.25,Randomized,0.46434494195688225
3461,0.5,Randomized,0.13071895424836602
3462,1.0,Randomized,0.06489994591671173
3463,5.0,Randomized,-0.03980099502487562
3464,0.0,Naive,1.0
3465,0.025,Randomized,1.0
3466,0.05,Randomized,1.0
3467,0.1,Randomized,1.0
3468,0.25,Randomized,0.0
3469,0.5,Randomized,0.0
3470,1.0,Randomized,0.0
3471,5.0,Randomized,0.0
3472,0.0,Naive,1.0
3473,0.025,Randomized,1.0
3474,0.05,Randomized,1.0
3475,0.1,Randomized,1.0
3476,0.25,Randomized,1.0
3477,0.5,Randomized,0.06489994591671173
3478,1.0,Randomized,0.02145922746781116
3479,5.0,Randomized,0.13071895424836602
3480,0.0,Naive,1.0
3481,0.025,Randomized,1.0
3482,0.05,Randomized,1.0
3483,0.1,Randomized,1.0
3484,0.25,Randomized,0.0
3485,0.5,Randomized,0.02145922746781116
3486,1.0,Randomized,0.11529933481152993
3487,5.0,Randomized,0.11529933481152993
3488,0.0,Naive,1.0
3489,0.025,Randomized,1.0
3490,0.05,Randomized,1.0
3491,0.1,Randomized,1.0
3492,0.25,Randomized,1.0
3493,0.5,Randomized,1.0
3494,1.0,Randomized,0.1211453744493392
3495,5.0,Randomized,-0.004405286343612335
3496,0.0,Naive,1.0
3497,0.025,Randomized,1.0
3498,0.05,Randomized,1.0
3499,0.1,Randomized,1.0
3500,0.25,Randomized,0.0
3501,0.5,Randomized,0.0
3502,1.0,Randomized,0.0
3503,5.0,Randomized,-0.011086474501108648
3504,0.0,Naive,1.0
3505,0.025,Randomized,1.0
3506,0.05,Randomized,1.0
3507,0.1,Randomized,1.0
3508,0.25,Randomized,1.0
3509,0.5,Randomized,0.3303964757709251
3510,1.0,Randomized,0.2191780821917808
3511,5.0,Randomized,0.11529933481152993
3512,0.0,Naive,1.0
3513,0.025,Randomized,1.0
3514,0.05,Randomized,1.0
3515,0.1,Randomized,1.0
3516,0.25,Randomized,1.0
3517,0.5,Randomized,1.0
3518,1.0,Randomized,0.2087729039422543
3519,5.0,Randomized,0.03997779011660189
3520,0.0,Naive,1.0
3521,0.025,Randomized,1.0
3522,0.05,Randomized,1.0
3523,0.1,Randomized,1.0
3524,0.25,Randomized,1.0
3525,0.5,Randomized,0.06489994591671173
3526,1.0,Randomized,-0.03980099502487562
3527,5.0,Randomized,-0.03980099502487562
3528,0.0,Naive,1.0
3529,0.025,Randomized,1.0
3530,0.05,Randomized,1.0
3531,0.1,Randomized,1.0
3532,0.25,Randomized,0.13071895424836602
3533,0.5,Randomized,0.0
3534,1.0,Randomized,0.2087729039422543
3535,5.0,Randomized,-0.04441976679622432
3536,0.0,Naive,1.0
3537,0.025,Randomized,1.0
3538,0.05,Randomized,1.0
3539,0.1,Randomized,1.0
3540,0.25,Randomized,0.0
3541,0.5,Randomized,0.0
3542,1.0,Randomized,0.0
3543,5.0,Randomized,-0.05321507760532151
3544,0.0,Naive,1.0
3545,0.025,Randomized,1.0
3546,0.05,Randomized,1.0
3547,0.1,Randomized,1.0
3548,0.25,Randomized,1.0
3549,0.5,Randomized,0.02145922746781116
3550,1.0,Randomized,0.2087729039422543
3551,5.0,Randomized,0.3244444444444444
3552,0.0,Naive,1.0
3553,0.025,Randomized,1.0
3554,0.05,Randomized,1.0
3555,0.1,Randomized,1.0
3556,0.25,Randomized,0.02145922746781116
3557,0.5,Randomized,0.06489994591671173
3558,1.0,Randomized,-0.03980099502487562
3559,5.0,Randomized,-0.004405286343612335
3560,0.0,Naive,1.0
3561,0.025,Randomized,1.0
3562,0.05,Randomized,1.0
3563,0.1,Randomized,1.0
3564,0.25,Randomized,1.0
3565,0.5,Randomized,0.2191780821917808
3566,1.0,Randomized,0.1211453744493392
3567,5.0,Randomized,-0.05555555555555555
3568,0.0,Naive,0.7995558023320377
3569,0.025,Randomized,0.7995558023320377
3570,0.05,Randomized,0.7995558023320377
3571,0.1,Randomized,0.0
3572,0.25,Randomized,0.0
3573,0.5,Randomized,0.06489994591671173
3574,1.0,Randomized,0.0
3575,5.0,Randomized,0.02145922746781116
3576,0.0,Naive,1.0
3577,0.025,Randomized,1.0
3578,0.05,Randomized,1.0
3579,0.1,Randomized,1.0
3580,0.25,Randomized,1.0
3581,0.5,Randomized,0.0
3582,1.0,Randomized,0.06489994591671173
3583,5.0,Randomized,-0.017306652244456464
3584,0.0,Naive,1.0
3585,0.025,Randomized,1.0
3586,0.05,Randomized,1.0
3587,0.1,Randomized,1.0
3588,0.25,Randomized,0.0
3589,0.5,Randomized,0.0
3590,1.0,Randomized,0.0
3591,5.0,Randomized,-0.017306652244456464
3592,0.0,Naive,1.0
3593,0.025,Randomized,1.0
3594,0.05,Randomized,1.0
3595,0.1,Randomized,1.0
3596,0.25,Randomized,0.02145922746781116
3597,0.5,Randomized,0.02145922746781116
3598,1.0,Randomized,0.21227197346600332
3599,5.0,Randomized,0.04422332780541736
3600,0.0,Naive,1.0
3601,0.025,Randomized,1.0
3602,0.05,Randomized,1.0
3603,0.1,Randomized,1.0
3604,0.25,Randomized,1.0
3605,0.5,Randomized,0.0
3606,1.0,Randomized,0.04422332780541736
3607,5.0,Randomized,0.2087729039422543
3608,0.0,Naive,1.0
3609,0.025,Randomized,1.0
3610,0.05,Randomized,1.0
3611,0.1,Randomized,1.0
3612,0.25,Randomized,1.0
3613,0.5,Randomized,-0.05321507760532151
3614,1.0,Randomized,0.13071895424836602
3615,5.0,Randomized,-0.034858387799564274
3616,0.0,Naive,1.0
3617,0.025,Randomized,1.0
3618,0.05,Randomized,1.0
3619,0.1,Randomized,1.0
3620,0.25,Randomized,0.0
3621,0.5,Randomized,0.0
3622,1.0,Randomized,0.0
3623,5.0,Randomized,0.11529933481152993
3624,0.0,Naive,1.0
3625,0.025,Randomized,1.0
3626,0.05,Randomized,1.0
3627,0.1,Randomized,1.0
3628,0.25,Randomized,0.7995558023320377
3629,0.5,Randomized,0.13071895424836602
3630,1.0,Randomized,0.13071895424836602
3631,5.0,Randomized,0.0526027397260274
3632,0.0,Naive,1.0
3633,0.025,Randomized,1.0
3634,0.05,Randomized,1.0
3635,0.1,Randomized,1.0
3636,0.25,Randomized,0.6208425720620843
3637,0.5,Randomized,0.3303964757709251
3638,1.0,Randomized,-0.004405286343612335
3639,5.0,Randomized,0.04422332780541736
3640,0.0,Naive,1.0
3641,0.025,Randomized,1.0
3642,0.05,Randomized,1.0
3643,0.1,Randomized,1.0
3644,0.25,Randomized,0.0
3645,0.5,Randomized,0.0
3646,1.0,Randomized,-0.017306652244456464
3647,5.0,Randomized,0.006535947712418301
3648,0.0,Naive,1.0
3649,0.025,Randomized,1.0
3650,0.05,Randomized,1.0
3651,0.1,Randomized,1.0
3652,0.25,Randomized,1.0
3653,0.5,Randomized,1.0
3654,1.0,Randomized,0.2191780821917808
3655,5.0,Randomized,-0.011086474501108648
3656,0.0,Naive,1.0
3657,0.025,Randomized,1.0
3658,0.05,Randomized,1.0
3659,0.1,Randomized,0.0
3660,0.25,Randomized,0.0
3661,0.5,Randomized,0.0
3662,1.0,Randomized,0.0
3663,5.0,Randomized,0.0
3664,0.0,Naive,1.0
3665,0.025,Randomized,1.0
3666,0.05,Randomized,1.0
3667,0.1,Randomized,1.0
3668,0.25,Randomized,1.0
3669,0.5,Randomized,0.13071895424836602
3670,1.0,Randomized,0.0526027397260274
3671,5.0,Randomized,-0.034858387799564274
3672,0.0,Naive,1.0
3673,0.025,Randomized,1.0
3674,0.05,Randomized,1.0
3675,0.1,Randomized,1.0
3676,0.25,Randomized,1.0
3677,0.5,Randomized,1.0
3678,1.0,Randomized,0.02145922746781116
3679,5.0,Randomized,-0.03980099502487562
3680,0.0,Naive,1.0
3681,0.025,Randomized,1.0
3682,0.05,Randomized,1.0
3683,0.1,Randomized,1.0
3684,0.25,Randomized,0.0
3685,0.5,Randomized,0.0
3686,1.0,Randomized,0.0
3687,5.0,Randomized,-0.013333333333333334
3688,0.0,Naive,1.0
3689,0.025,Randomized,1.0
3690,0.05,Randomized,0.7995558023320377
3691,0.1,Randomized,0.7995558023320377
3692,0.25,Randomized,0.7995558023320377
3693,0.5,Randomized,0.13071895424836602
3694,1.0,Randomized,0.1211453744493392
3695,5.0,Randomized,0.006535947712418301
3696,0.0,Naive,1.0
3697,0.025,Randomized,1.0
3698,0.05,Randomized,1.0
3699,0.1,Randomized,1.0
3700,0.25,Randomized,0.0
3701,0.5,Randomized,0.0
3702,1.0,Randomized,0.06489994591671173
3703,5.0,Randomized,0.04422332780541736
3704,0.0,Naive,1.0
3705,0.025,Randomized,1.0
3706,0.05,Randomized,1.0
3707,0.1,Randomized,1.0
3708,0.25,Randomized,1.0
3709,0.5,Randomized,0.0
3710,1.0,Randomized,-0.013333333333333334
3711,5.0,Randomized,-0.013333333333333334
3712,0.0,Naive,1.0
3713,0.025,Randomized,1.0
3714,0.05,Randomized,1.0
3715,0.1,Randomized,1.0
3716,0.25,Randomized,1.0
3717,0.5,Randomized,1.0
3718,1.0,Randomized,0.02145922746781116
3719,5.0,Randomized,0.02145922746781116
3720,0.0,Naive,1.0
3721,0.025,Randomized,1.0
3722,0.05,Randomized,1.0
3723,0.1,Randomized,1.0
3724,0.25,Randomized,0.0
3725,0.5,Randomized,0.0
3726,1.0,Randomized,0.0
3727,5.0,Randomized,0.02145922746781116
3728,0.0,Naive,1.0
3729,0.025,Randomized,1.0
3730,0.05,Randomized,1.0
3731,0.1,Randomized,1.0
3732,0.25,Randomized,0.3259423503325942
3733,0.5,Randomized,0.0
3734,1.0,Randomized,0.0
3735,5.0,Randomized,-0.030684931506849315
3736,0.0,Naive,1.0
3737,0.025,Randomized,1.0
3738,0.05,Randomized,1.0
3739,0.1,Randomized,1.0
3740,0.25,Randomized,1.0
3741,0.5,Randomized,1.0
3742,1.0,Randomized,0.2191780821917808
3743,5.0,Randomized,0.04422332780541736
3744,0.0,Naive,1.0
3745,0.025,Randomized,1.0
3746,0.05,Randomized,1.0
3747,0.1,Randomized,1.0
3748,0.25,Randomized,0.06489994591671173
3749,0.5,Randomized,-0.03980099502487562
3750,1.0,Randomized,-0.011086474501108648
3751,5.0,Randomized,0.04422332780541736
3752,0.0,Naive,1.0
3753,0.025,Randomized,1.0
3754,0.05,Randomized,1.0
3755,0.1,Randomized,0.7995558023320377
3756,0.25,Randomized,1.0
3757,0.5,Randomized,0.0
3758,1.0,Randomized,0.0
3759,5.0,Randomized,0.0
3760,0.0,Naive,1.0
3761,0.025,Randomized,1.0
3762,0.05,Randomized,1.0
3763,0.1,Randomized,0.0
3764,0.25,Randomized,0.0
3765,0.5,Randomized,0.0
3766,1.0,Randomized,0.02145922746781116
3767,5.0,Randomized,-0.030684931506849315
3768,0.0,Naive,1.0
3769,0.025,Randomized,1.0
3770,0.05,Randomized,1.0
3771,0.1,Randomized,1.0
3772,0.25,Randomized,0.0
3773,0.5,Randomized,0.0
3774,1.0,Randomized,0.0
3775,5.0,Randomized,0.0
3776,0.0,Naive,0.02145922746781116
3777,0.025,Randomized,0.02145922746781116
3778,0.05,Randomized,0.3303964757709251
3779,0.1,Randomized,0.0
3780,0.25,Randomized,0.0
3781,0.5,Randomized,0.0
3782,1.0,Randomized,0.06489994591671173
3783,5.0,Randomized,-0.030684931506849315
3784,0.0,Naive,1.0
3785,0.025,Randomized,1.0
3786,0.05,Randomized,1.0
3787,0.1,Randomized,1.0
3788,0.25,Randomized,1.0
3789,0.5,Randomized,0.0
3790,1.0,Randomized,-0.013333333333333334
3791,5.0,Randomized,-0.019313304721030045
3792,0.0,Naive,1.0
3793,0.025,Randomized,1.0
3794,0.05,Randomized,1.0
3795,0.1,Randomized,1.0
3796,0.25,Randomized,0.0
3797,0.5,Randomized,0.06489994591671173
3798,1.0,Randomized,-0.013333333333333334
3799,5.0,Randomized,-0.046255506607929514
3800,0.0,Naive,1.0
3801,0.025,Randomized,1.0
3802,0.05,Randomized,1.0
3803,0.1,Randomized,1.0
3804,0.25,Randomized,0.7995558023320377
3805,0.5,Randomized,0.6208425720620843
3806,1.0,Randomized,0.02145922746781116
3807,5.0,Randomized,0.03997779011660189
3808,0.0,Naive,1.0
3809,0.025,Randomized,1.0
3810,0.05,Randomized,1.0
3811,0.1,Randomized,1.0
3812,0.25,Randomized,1.0
3813,0.5,Randomized,0.06489994591671173
3814,1.0,Randomized,-0.03980099502487562
3815,5.0,Randomized,0.13071895424836602
3816,0.0,Naive,1.0
3817,0.025,Randomized,0.0
3818,0.05,Randomized,0.0
3819,0.1,Randomized,0.0
3820,0.25,Randomized,0.0
3821,0.5,Randomized,0.0
3822,1.0,Randomized,-0.019313304721030045
3823,5.0,Randomized,0.006535947712418301
3824,0.0,Naive,1.0
3825,0.025,Randomized,1.0
3826,0.05,Randomized,1.0
3827,0.1,Randomized,1.0
3828,0.25,Randomized,0.02145922746781116
3829,0.5,Randomized,0.0
3830,1.0,Randomized,0.0
3831,5.0,Randomized,-0.004405286343612335
3832,0.0,Naive,1.0
3833,0.025,Randomized,1.0
3834,0.05,Randomized,1.0
3835,0.1,Randomized,1.0
3836,0.25,Randomized,1.0
3837,0.5,Randomized,0.0
3838,1.0,Randomized,0.0
3839,5.0,Randomized,0.0
3840,0.0,Naive,1.0
3841,0.025,Randomized,1.0
3842,0.05,Randomized,1.0
3843,0.1,Randomized,1.0
3844,0.25,Randomized,1.0
3845,0.5,Randomized,0.02145922746781116
3846,1.0,Randomized,0.3303964757709251
3847,5.0,Randomized,-0.030684931506849315
3848,0.0,Naive,1.0
3849,0.025,Randomized,1.0
3850,0.05,Randomized,1.0
3851,0.1,Randomized,1.0
3852,0.25,Randomized,1.0
3853,0.5,Randomized,1.0
3854,1.0,Randomized,0.06489994591671173
3855,5.0,Randomized,0.006535947712418301
3856,0.0,Naive,1.0
3857,0.025,Randomized,1.0
3858,0.05,Randomized,1.0
3859,0.1,Randomized,1.0
3860,0.25,Randomized,1.0
3861,0.5,Randomized,0.6208425720620843
3862,1.0,Randomized,0.13071895424836602
3863,5.0,Randomized,-0.013333333333333334
3864,0.0,Naive,1.0
3865,0.025,Randomized,1.0
3866,0.05,Randomized,1.0
3867,0.1,Randomized,1.0
3868,0.25,Randomized,1.0
3869,0.5,Randomized,0.0
3870,1.0,Randomized,0.0
3871,5.0,Randomized,-0.03980099502487562
3872,0.0,Naive,1.0
3873,0.025,Randomized,1.0
3874,0.05,Randomized,1.0
3875,0.1,Randomized,1.0
3876,0.25,Randomized,0.7995558023320377
3877,0.5,Randomized,0.02145922746781116
3878,1.0,Randomized,0.06489994591671173
3879,5.0,Randomized,-0.04441976679622432
3880,0.0,Naive,1.0
3881,0.025,Randomized,1.0
3882,0.05,Randomized,1.0
3883,0.1,Randomized,1.0
3884,0.25,Randomized,1.0
3885,0.5,Randomized,0.0
3886,1.0,Randomized,0.13071895424836602
3887,5.0,Randomized,0.0526027397260274
3888,0.0,Naive,1.0
3889,0.025,Randomized,1.0
3890,0.05,Randomized,1.0
3891,0.1,Randomized,0.7995558023320377
3892,0.25,Randomized,1.0
3893,0.5,Randomized,-0.004405286343612335
3894,1.0,Randomized,0.02145922746781116
3895,5.0,Randomized,0.0
3896,0.0,Naive,1.0
3897,0.025,Randomized,1.0
3898,0.05,Randomized,1.0
3899,0.1,Randomized,1.0
3900,0.25,Randomized,1.0
3901,0.5,Randomized,1.0
3902,1.0,Randomized,0.2191780821917808
3903,5.0,Randomized,0.0526027397260274
3904,0.0,Naive,1.0
3905,0.025,Randomized,1.0
3906,0.05,Randomized,1.0
3907,0.1,Randomized,1.0
3908,0.25,Randomized,1.0
3909,0.5,Randomized,0.06489994591671173
3910,1.0,Randomized,0.06489994591671173
3911,5.0,Randomized,-0.04441976679622432
3912,0.0,Naive,1.0
3913,0.025,Randomized,1.0
3914,0.05,Randomized,1.0
3915,0.1,Randomized,1.0
3916,0.25,Randomized,0.02145922746781116
3917,0.5,Randomized,1.0
3918,1.0,Randomized,0.06489994591671173
3919,5.0,Randomized,-0.013333333333333334
3920,0.0,Naive,1.0
3921,0.025,Randomized,1.0
3922,0.05,Randomized,1.0
3923,0.1,Randomized,1.0
3924,0.25,Randomized,1.0
3925,0.5,Randomized,0.0
3926,1.0,Randomized,0.0
3927,5.0,Randomized,-0.004405286343612335
3928,0.0,Naive,1.0
3929,0.025,Randomized,1.0
3930,0.05,Randomized,0.0
3931,0.1,Randomized,1.0
3932,0.25,Randomized,0.0
3933,0.5,Randomized,0.0
3934,1.0,Randomized,0.0
3935,5.0,Randomized,0.0
3936,0.0,Naive,1.0
3937,0.025,Randomized,1.0
3938,0.05,Randomized,1.0
3939,0.1,Randomized,1.0
3940,0.25,Randomized,-0.017306652244456464
3941,0.5,Randomized,0.3303964757709251
3942,1.0,Randomized,0.006535947712418301
3943,5.0,Randomized,-0.011086474501108648
3944,0.0,Naive,1.0
3945,0.025,Randomized,1.0
3946,0.05,Randomized,1.0
3947,0.1,Randomized,1.0
3948,0.25,Randomized,1.0
3949,0.5,Randomized,1.0
3950,1.0,Randomized,0.3244444444444444
3951,5.0,Randomized,0.11529933481152993
3952,0.0,Naive,0.02145922746781116
3953,0.025,Randomized,0.0
3954,0.05,Randomized,0.02145922746781116
3955,0.1,Randomized,0.0
3956,0.25,Randomized,0.0
3957,0.5,Randomized,0.0
3958,1.0,Randomized,0.0
3959,5.0,Randomized,0.0
3960,0.0,Naive,1.0
3961,0.025,Randomized,1.0
3962,0.05,Randomized,1.0
3963,0.1,Randomized,1.0
3964,0.25,Randomized,1.0
3965,0.5,Randomized,0.06489994591671173
3966,1.0,Randomized,-0.017306652244456464
3967,5.0,Randomized,0.0526027397260274
3968,0.0,Naive,1.0
3969,0.025,Randomized,1.0
3970,0.05,Randomized,1.0
3971,0.1,Randomized,1.0
3972,0.25,Randomized,0.0
3973,0.5,Randomized,0.0
3974,1.0,Randomized,0.0
3975,5.0,Randomized,0.02145922746781116
3976,0.0,Naive,1.0
3977,0.025,Randomized,1.0
3978,0.05,Randomized,1.0
3979,0.1,Randomized,1.0
3980,0.25,Randomized,0.06489994591671173
3981,0.5,Randomized,0.02145922746781116
3982,1.0,Randomized,0.3303964757709251
3983,5.0,Randomized,-0.034858387799564274
3984,0.0,Naive,1.0
3985,0.025,Randomized,1.0
3986,0.05,Randomized,1.0
3987,0.1,Randomized,1.0
3988,0.25,Randomized,0.0
3989,0.5,Randomized,1.0
3990,1.0,Randomized,0.2191780821917808
3991,5.0,Randomized,-0.046255506607929514
3992,0.0,Naive,1.0
3993,0.025,Randomized,1.0
3994,0.05,Randomized,1.0
3995,0.1,Randomized,1.0
3996,0.25,Randomized,1.0
3997,0.5,Randomized,0.13071895424836602
3998,1.0,Randomized,0.3259423503325942
3999,5.0,Randomized,-0.04441976679622432
