,Tau,Method,ARI
1640,0.0,Naive,1.0
1641,0.025,Randomized,1.0
1642,0.05,Randomized,1.0
1643,0.1,Randomized,1.0
1644,0.25,Randomized,0.02145922746781116
1645,0.5,Randomized,0.3244444444444444
1646,1.0,Randomized,0.46434494195688225
1647,5.0,Randomized,-0.05555555555555555
1648,0.0,Naive,1.0
1649,0.025,Randomized,1.0
1650,0.05,Randomized,1.0
1651,0.1,Randomized,1.0
1652,0.25,Randomized,0.0
1653,0.5,Randomized,0.0
1654,1.0,Randomized,0.0
1655,5.0,Randomized,0.0
1656,0.0,Naive,1.0
1657,0.025,Randomized,1.0
1658,0.05,Randomized,1.0
1659,0.1,Randomized,1.0
1660,0.25,Randomized,1.0
1661,0.5,Randomized,1.0
1662,1.0,Randomized,0.02145922746781116
1663,5.0,Randomized,0.4619655746807329
1664,0.0,Naive,1.0
1665,0.025,Randomized,1.0
1666,0.05,Randomized,1.0
1667,0.1,Randomized,1.0
1668,0.25,Randomized,0.0
1669,0.5,Randomized,0.0
1670,1.0,Randomized,0.2191780821917808
1671,5.0,Randomized,-0.017306652244456464
1672,0.0,Naive,1.0
1673,0.025,Randomized,1.0
1674,0.05,Randomized,1.0
1675,0.1,Randomized,0.0
1676,0.25,Randomized,1.0
1677,0.5,Randomized,0.0
1678,1.0,Randomized,0.0
1679,5.0,Randomized,-0.019313304721030045
1680,0.0,Naive,0.0
1681,0.025,Randomized,0.0
1682,0.05,Randomized,0.0
1683,0.1,Randomized,0.0
1684,0.25,Randomized,0.7995558023320377
1685,0.5,Randomized,0.02145922746781116
1686,1.0,Randomized,0.006535947712418301
1687,5.0,Randomized,0.006535947712418301
1688,0.0,Naive,1.0
1689,0.025,Randomized,1.0
1690,0.05,Randomized,1.0
1691,0.1,Randomized,1.0
1692,0.25,Randomized,1.0
1693,0.5,Randomized,0.3303964757709251
1694,1.0,Randomized,-0.034858387799564274
1695,5.0,Randomized,-0.019313304721030045
1696,0.0,Naive,1.0
1697,0.025,Randomized,1.0
1698,0.05,Randomized,1.0
1699,0.1,Randomized,1.0
1700,0.25,Randomized,1.0
1701,0.5,Randomized,0.0
1702,1.0,Randomized,0.0
1703,5.0,Randomized,0.02145922746781116
1704,0.0,Naive,1.0
1705,0.025,Randomized,1.0
1706,0.05,Randomized,1.0
1707,0.1,Randomized,1.0
1708,0.25,Randomized,0.7995558023320377
1709,0.5,Randomized,0.6208425720620843
1710,1.0,Randomized,-0.013333333333333334
1711,5.0,Randomized,-0.04441976679622432
1712,0.0,Naive,1.0
1713,0.025,Randomized,1.0
1714,0.05,Randomized,1.0
1715,0.1,Randomized,1.0
1716,0.25,Randomized,1.0
1717,0.5,Randomized,0.06489994591671173
1718,1.0,Randomized,0.4619655746807329
1719,5.0,Randomized,-0.046255506607929514
1720,0.0,Naive,1.0
1721,0.025,Randomized,1.0
1722,0.05,Randomized,1.0
1723,0.1,Randomized,1.0
1724,0.25,Randomized,1.0
1725,0.5,Randomized,0.7995558023320377
1726,1.0,Randomized,-0.013333333333333334
1727,5.0,Randomized,-0.030684931506849315
1728,0.0,Naive,1.0
1729,0.025,Randomized,1.0
1730,0.05,Randomized,1.0
1731,0.1,Randomized,1.0
1732,0.25,Randomized,0.6208425720620843
1733,0.5,Randomized,0.7995558023320377
1734,1.0,Randomized,0.3259423503325942
1735,5.0,Randomized,-0.03980099502487562
1736,0.0,Naive,1.0
1737,0.025,Randomized,1.0
1738,0.05,Randomized,0.0
1739,0.1,Randomized,0.0
1740,0.25,Randomized,0.02145922746781116
1741,0.5,Randomized,0.3303964757709251
1742,1.0,Randomized,-0.030684931506849315
1743,5.0,Randomized,-0.017306652244456464
1744,0.0,Naive,1.0
1745,0.025,Randomized,1.0
1746,0.05,Randomized,1.0
1747,0.1,Randomized,1.0
1748,0.25,Randomized,0.0
1749,0.5,Randomized,0.0
1750,1.0,Randomized,0.02145922746781116
1751,5.0,Randomized,0.02145922746781116
1752,0.0,Naive,0.0
1753,0.025,Randomized,0.0
1754,0.05,Randomized,0.7995558023320377
1755,0.1,Randomized,0.0
1756,0.25,Randomized,0.0
1757,0.5,Randomized,0.0
1758,1.0,Randomized,0.06489994591671173
1759,5.0,Randomized,-0.017306652244456464
1760,0.0,Naive,1.0
1761,0.025,Randomized,1.0
1762,0.05,Randomized,1.0
1763,0.1,Randomized,1.0
1764,0.25,Randomized,1.0
1765,0.5,Randomized,0.02145922746781116
1766,1.0,Randomized,0.06489994591671173
1767,5.0,Randomized,-0.03980099502487562
1768,0.0,Naive,1.0
1769,0.025,Randomized,1.0
1770,0.05,Randomized,1.0
1771,0.1,Randomized,1.0
1772,0.25,Randomized,1.0
1773,0.5,Randomized,1.0
1774,1.0,Randomized,0.06489994591671173
1775,5.0,Randomized,-0.05321507760532151
1776,0.0,Naive,0.0
1777,0.025,Randomized,0.0
1778,0.05,Randomized,0.0
1779,0.1,Randomized,0.02145922746781116
1780,0.25,Randomized,0.02145922746781116
1781,0.5,Randomized,0.06489994591671173
1782,1.0,Randomized,0.02145922746781116
1783,5.0,Randomized,0.03997779011660189
1784,0.0,Naive,1.0
1785,0.025,Randomized,1.0
1786,0.05,Randomized,1.0
1787,0.1,Randomized,1.0
1788,0.25,Randomized,1.0
1789,0.5,Randomized,0.02145922746781116
1790,1.0,Randomized,0.0
1791,5.0,Randomized,0.0
1792,0.0,Naive,1.0
1793,0.025,Randomized,1.0
1794,0.05,Randomized,1.0
1795,0.1,Randomized,1.0
1796,0.25,Randomized,1.0
1797,0.5,Randomized,0.02145922746781116
1798,1.0,Randomized,0.11529933481152993
1799,5.0,Randomized,0.04422332780541736
1800,0.0,Naive,1.0
1801,0.025,Randomized,1.0
1802,0.05,Randomized,1.0
1803,0.1,Randomized,1.0
1804,0.25,Randomized,0.7995558023320377
1805,0.5,Randomized,0.7995558023320377
1806,1.0,Randomized,0.03997779011660189
1807,5.0,Randomized,0.1211453744493392
1808,0.0,Naive,1.0
1809,0.025,Randomized,1.0
1810,0.05,Randomized,1.0
1811,0.1,Randomized,1.0
1812,0.25,Randomized,1.0
1813,0.5,Randomized,0.2191780821917808
1814,1.0,Randomized,0.46434494195688225
1815,5.0,Randomized,0.0526027397260274
1816,0.0,Naive,1.0
1817,0.025,Randomized,1.0
1818,0.05,Randomized,1.0
1819,0.1,Randomized,1.0
1820,0.25,Randomized,0.0
1821,0.5,Randomized,0.0
1822,1.0,Randomized,0.02145922746781116
1823,5.0,Randomized,-0.030684931506849315
1824,0.0,Naive,1.0
1825,0.025,Randomized,1.0
1826,0.05,Randomized,1.0
1827,0.1,Randomized,1.0
1828,0.25,Randomized,1.0
1829,0.5,Randomized,0.0
1830,1.0,Randomized,0.0
1831,5.0,Randomized,0.0
1832,0.0,Naive,1.0
1833,0.025,Randomized,1.0
1834,0.05,Randomized,1.0
1835,0.1,Randomized,1.0
1836,0.25,Randomized,1.0
1837,0.5,Randomized,1.0
1838,1.0,Randomized,0.0
1839,5.0,Randomized,-0.013333333333333334
1840,0.0,Naive,1.0
1841,0.025,Randomized,1.0
1842,0.05,Randomized,1.0
1843,0.1,Randomized,1.0
1844,0.25,Randomized,1.0
1845,0.5,Randomized,0.3303964757709251
1846,1.0,Randomized,0.06489994591671173
1847,5.0,Randomized,0.06489994591671173
1848,0.0,Naive,0.02145922746781116
1849,0.025,Randomized,0.0
1850,0.05,Randomized,0.02145922746781116
1851,0.1,Randomized,0.02145922746781116
1852,0.25,Randomized,0.02145922746781116
1853,0.5,Randomized,0.0
1854,1.0,Randomized,0.02145922746781116
1855,5.0,Randomized,-0.019313304721030045
1856,0.0,Naive,1.0
1857,0.025,Randomized,1.0
1858,0.05,Randomized,1.0
1859,0.1,Randomized,1.0
1860,0.25,Randomized,1.0
1861,0.5,Randomized,0.0
1862,1.0,Randomized,0.0
1863,5.0,Randomized,0.0
1864,0.0,Naive,1.0
1865,0.025,Randomized,1.0
1866,0.05,Randomized,1.0
1867,0.1,Randomized,1.0
1868,0.25,Randomized,1.0
1869,0.5,Randomized,0.0
1870,1.0,Randomized,0.11529933481152993
1871,5.0,Randomized,-0.013333333333333334
1872,0.0,Naive,1.0
1873,0.025,Randomized,1.0
1874,0.05,Randomized,1.0
1875,0.1,Randomized,1.0
1876,0.25,Randomized,0.0
1877,0.5,Randomized,0.0
1878,1.0,Randomized,0.0
1879,5.0,Randomized,0.0
1880,0.0,Naive,1.0
1881,0.025,Randomized,0.0
1882,0.05,Randomized,0.0
1883,0.1,Randomized,0.0
1884,0.25,Randomized,0.6208425720620843
1885,0.5,Randomized,0.0
1886,1.0,Randomized,0.02145922746781116
1887,5.0,Randomized,-0.017306652244456464
1888,0.0,Naive,1.0
1889,0.025,Randomized,1.0
1890,0.05,Randomized,1.0
1891,0.1,Randomized,1.0
1892,0.25,Randomized,1.0
1893,0.5,Randomized,0.7995558023320377
1894,1.0,Randomized,0.13071895424836602
1895,5.0,Randomized,-0.019313304721030045
1896,0.0,Naive,1.0
1897,0.025,Randomized,1.0
1898,0.05,Randomized,1.0
1899,0.1,Randomized,1.0
1900,0.25,Randomized,0.2191780821917808
1901,0.5,Randomized,0.03997779011660189
1902,1.0,Randomized,0.13071895424836602
1903,5.0,Randomized,0.0
1904,0.0,Naive,1.0
1905,0.025,Randomized,1.0
1906,0.05,Randomized,1.0
1907,0.1,Randomized,1.0
1908,0.25,Randomized,1.0
1909,0.5,Randomized,0.3259423503325942
1910,1.0,Randomized,0.06489994591671173
1911,5.0,Randomized,-0.030684931506849315
1912,0.0,Naive,1.0
1913,0.025,Randomized,1.0
1914,0.05,Randomized,1.0
1915,0.1,Randomized,1.0
1916,0.25,Randomized,1.0
1917,0.5,Randomized,0.0
1918,1.0,Randomized,0.0
1919,5.0,Randomized,0.1211453744493392
1920,0.0,Naive,1.0
1921,0.025,Randomized,1.0
1922,0.05,Randomized,1.0
1923,0.1,Randomized,1.0
1924,0.25,Randomized,1.0
1925,0.5,Randomized,0.0
1926,1.0,Randomized,0.0
1927,5.0,Randomized,0.0
1928,0.0,Naive,1.0
1929,0.025,Randomized,1.0
1930,0.05,Randomized,1.0
1931,0.1,Randomized,1.0
1932,0.25,Randomized,1.0
1933,0.5,Randomized,0.0
1934,1.0,Randomized,0.0
1935,5.0,Randomized,0.0
1936,0.0,Naive,0.7995558023320377
1937,0.025,Randomized,0.7995558023320377
1938,0.05,Randomized,0.7995558023320377
1939,0.1,Randomized,0.0
1940,0.25,Randomized,0.0
1941,0.5,Randomized,0.02145922746781116
1942,1.0,Randomized,0.0
1943,5.0,Randomized,0.02145922746781116
1944,0.0,Naive,1.0
1945,0.025,Randomized,1.0
1946,0.05,Randomized,1.0
1947,0.1,Randomized,1.0
1948,0.25,Randomized,1.0
1949,0.5,Randomized,0.0
1950,1.0,Randomized,0.0
1951,5.0,Randomized,0.0
1952,0.0,Naive,1.0
1953,0.025,Randomized,1.0
1954,0.05,Randomized,1.0
1955,0.1,Randomized,1.0
1956,0.25,Randomized,0.06489994591671173
1957,0.5,Randomized,-0.034858387799564274
1958,1.0,Randomized,-0.011086474501108648
1959,5.0,Randomized,0.21227197346600332
1960,0.0,Naive,1.0
1961,0.025,Randomized,1.0
1962,0.05,Randomized,1.0
1963,0.1,Randomized,1.0
1964,0.25,Randomized,1.0
1965,0.5,Randomized,0.0
1966,1.0,Randomized,0.3303964757709251
1967,5.0,Randomized,0.21227197346600332
1968,0.0,Naive,1.0
1969,0.025,Randomized,1.0
1970,0.05,Randomized,1.0
1971,0.1,Randomized,1.0
1972,0.25,Randomized,1.0
1973,0.5,Randomized,0.02145922746781116
1974,1.0,Randomized,0.02145922746781116
1975,5.0,Randomized,0.02145922746781116
1976,0.0,Naive,0.0
1977,0.025,Randomized,0.0
1978,0.05,Randomized,0.0
1979,0.1,Randomized,1.0
1980,0.25,Randomized,1.0
1981,0.5,Randomized,1.0
1982,1.0,Randomized,0.06489994591671173
1983,5.0,Randomized,-0.030684931506849315
1984,0.0,Naive,1.0
1985,0.025,Randomized,1.0
1986,0.05,Randomized,1.0
1987,0.1,Randomized,1.0
1988,0.25,Randomized,1.0
1989,0.5,Randomized,0.3303964757709251
1990,1.0,Randomized,0.0
1991,5.0,Randomized,0.006535947712418301
1992,0.0,Naive,1.0
1993,0.025,Randomized,1.0
1994,0.05,Randomized,1.0
1995,0.1,Randomized,1.0
1996,0.25,Randomized,1.0
1997,0.5,Randomized,0.0
1998,1.0,Randomized,0.0
1999,5.0,Randomized,0.0
2000,0.0,Naive,1.0
2001,0.025,Randomized,1.0
2002,0.05,Randomized,1.0
2003,0.1,Randomized,0.7995558023320377
2004,0.25,Randomized,0.13071895424836602
2005,0.5,Randomized,0.06489994591671173
2006,1.0,Randomized,0.06489994591671173
2007,5.0,Randomized,-0.03980099502487562
2008,0.0,Naive,1.0
2009,0.025,Randomized,1.0
2010,0.05,Randomized,1.0
2011,0.1,Randomized,1.0
2012,0.25,Randomized,1.0
2013,0.5,Randomized,0.02145922746781116
2014,1.0,Randomized,-0.004405286343612335
2015,5.0,Randomized,-0.03980099502487562
2016,0.0,Naive,1.0
2017,0.025,Randomized,1.0
2018,0.05,Randomized,1.0
2019,0.1,Randomized,1.0
2020,0.25,Randomized,0.02145922746781116
2021,0.5,Randomized,-0.004405286343612335
2022,1.0,Randomized,0.02145922746781116
2023,5.0,Randomized,0.11529933481152993
2024,0.0,Naive,1.0
2025,0.025,Randomized,1.0
2026,0.05,Randomized,1.0
2027,0.1,Randomized,1.0
2028,0.25,Randomized,0.13071895424836602
2029,0.5,Randomized,0.0
2030,1.0,Randomized,0.06489994591671173
2031,5.0,Randomized,-0.030684931506849315
2032,0.0,Naive,0.0
2033,0.025,Randomized,0.0
2034,0.05,Randomized,0.0
2035,0.1,Randomized,0.0
2036,0.25,Randomized,0.0
2037,0.5,Randomized,0.04422332780541736
2038,1.0,Randomized,-0.017306652244456464
2039,5.0,Randomized,0.03997779011660189
2040,0.0,Naive,1.0
2041,0.025,Randomized,1.0
2042,0.05,Randomized,1.0
2043,0.1,Randomized,1.0
2044,0.25,Randomized,0.3303964757709251
2045,0.5,Randomized,0.02145922746781116
2046,1.0,Randomized,0.0
2047,5.0,Randomized,0.02145922746781116
2048,0.0,Naive,1.0
2049,0.025,Randomized,1.0
2050,0.05,Randomized,1.0
2051,0.1,Randomized,1.0
2052,0.25,Randomized,0.3303964757709251
2053,0.5,Randomized,0.0
2054,1.0,Randomized,-0.046255506607929514
2055,5.0,Randomized,-0.04441976679622432
2056,0.0,Naive,1.0
2057,0.025,Randomized,1.0
2058,0.05,Randomized,1.0
2059,0.1,Randomized,1.0
2060,0.25,Randomized,1.0
2061,0.5,Randomized,0.0
2062,1.0,Randomized,0.06489994591671173
2063,5.0,Randomized,-0.013333333333333334
2064,0.0,Naive,1.0
2065,0.025,Randomized,1.0
2066,0.05,Randomized,1.0
2067,0.1,Randomized,1.0
2068,0.25,Randomized,0.7995558023320377
2069,0.5,Randomized,0.2087729039422543
2070,1.0,Randomized,0.03997779011660189
2071,5.0,Randomized,0.21227197346600332
2072,0.0,Naive,0.6208425720620843
2073,0.025,Randomized,0.6208425720620843
2074,0.05,Randomized,0.6208425720620843
2075,0.1,Randomized,1.0
2076,0.25,Randomized,0.6208425720620843
2077,0.5,Randomized,0.6208425720620843
2078,1.0,Randomized,0.02145922746781116
2079,5.0,Randomized,-0.034858387799564274
2080,0.0,Naive,1.0
2081,0.025,Randomized,1.0
2082,0.05,Randomized,1.0
2083,0.1,Randomized,1.0
2084,0.25,Randomized,1.0
2085,0.5,Randomized,0.0
2086,1.0,Randomized,0.0
2087,5.0,Randomized,0.0
2088,0.0,Naive,1.0
2089,0.025,Randomized,1.0
2090,0.05,Randomized,1.0
2091,0.1,Randomized,1.0
2092,0.25,Randomized,0.0
2093,0.5,Randomized,0.0
2094,1.0,Randomized,0.0
2095,5.0,Randomized,-0.04441976679622432
2096,0.0,Naive,1.0
2097,0.025,Randomized,1.0
2098,0.05,Randomized,1.0
2099,0.1,Randomized,1.0
2100,0.25,Randomized,1.0
2101,0.5,Randomized,1.0
2102,1.0,Randomized,0.06489994591671173
2103,5.0,Randomized,0.11333333333333333
2104,0.0,Naive,0.7995558023320377
2105,0.025,Randomized,0.7995558023320377
2106,0.05,Randomized,0.7995558023320377
2107,0.1,Randomized,0.7995558023320377
2108,0.25,Randomized,0.6208425720620843
2109,0.5,Randomized,0.0
2110,1.0,Randomized,0.0
2111,5.0,Randomized,0.0
2112,0.0,Naive,1.0
2113,0.025,Randomized,1.0
2114,0.05,Randomized,1.0
2115,0.1,Randomized,1.0
2116,0.25,Randomized,0.02145922746781116
2117,0.5,Randomized,0.13071895424836602
2118,1.0,Randomized,0.02145922746781116
2119,5.0,Randomized,0.0526027397260274
2120,0.0,Naive,1.0
2121,0.025,Randomized,1.0
2122,0.05,Randomized,1.0
2123,0.1,Randomized,1.0
2124,0.25,Randomized,0.0
2125,0.5,Randomized,0.0
2126,1.0,Randomized,0.0
2127,5.0,Randomized,0.0
2128,0.0,Naive,1.0
2129,0.025,Randomized,1.0
2130,0.05,Randomized,1.0
2131,0.1,Randomized,1.0
2132,0.25,Randomized,0.0
2133,0.5,Randomized,0.0
2134,1.0,Randomized,0.0
2135,5.0,Randomized,0.0
2136,0.0,Naive,1.0
2137,0.025,Randomized,1.0
2138,0.05,Randomized,1.0
2139,0.1,Randomized,1.0
2140,0.25,Randomized,1.0
2141,0.5,Randomized,0.0
2142,1.0,Randomized,0.0
2143,5.0,Randomized,0.02145922746781116
2144,0.0,Naive,1.0
2145,0.025,Randomized,1.0
2146,0.05,Randomized,1.0
2147,0.1,Randomized,0.0
2148,0.25,Randomized,0.02145922746781116
2149,0.5,Randomized,0.06489994591671173
2150,1.0,Randomized,-0.017306652244456464
2151,5.0,Randomized,0.02145922746781116
2152,0.0,Naive,0.0
2153,0.025,Randomized,1.0
2154,0.05,Randomized,1.0
2155,0.1,Randomized,0.7995558023320377
2156,0.25,Randomized,0.0
2157,0.5,Randomized,0.0
2158,1.0,Randomized,0.02145922746781116
2159,5.0,Randomized,0.13071895424836602
2160,0.0,Naive,1.0
2161,0.025,Randomized,1.0
2162,0.05,Randomized,1.0
2163,0.1,Randomized,1.0
2164,0.25,Randomized,1.0
2165,0.5,Randomized,0.0
2166,1.0,Randomized,0.0
2167,5.0,Randomized,-0.011086474501108648
2168,0.0,Naive,1.0
2169,0.025,Randomized,1.0
2170,0.05,Randomized,1.0
2171,0.1,Randomized,1.0
2172,0.25,Randomized,0.06489994591671173
2173,0.5,Randomized,0.0
2174,1.0,Randomized,0.0
2175,5.0,Randomized,-0.030684931506849315
2176,0.0,Naive,1.0
2177,0.025,Randomized,1.0
2178,0.05,Randomized,1.0
2179,0.1,Randomized,1.0
2180,0.25,Randomized,0.7995558023320377
2181,0.5,Randomized,1.0
2182,1.0,Randomized,0.2191780821917808
2183,5.0,Randomized,-0.017306652244456464
2184,0.0,Naive,1.0
2185,0.025,Randomized,1.0
2186,0.05,Randomized,1.0
2187,0.1,Randomized,1.0
2188,0.25,Randomized,1.0
2189,0.5,Randomized,0.0
2190,1.0,Randomized,0.0
2191,5.0,Randomized,0.02145922746781116
2192,0.0,Naive,1.0
2193,0.025,Randomized,1.0
2194,0.05,Randomized,1.0
2195,0.1,Randomized,1.0
2196,0.25,Randomized,0.0
2197,0.5,Randomized,0.0
2198,1.0,Randomized,0.0
2199,5.0,Randomized,0.0
2200,0.0,Naive,1.0
2201,0.025,Randomized,1.0
2202,0.05,Randomized,1.0
2203,0.1,Randomized,1.0
2204,0.25,Randomized,1.0
2205,0.5,Randomized,0.0
2206,1.0,Randomized,0.2191780821917808
2207,5.0,Randomized,-0.030684931506849315
2208,0.0,Naive,1.0
2209,0.025,Randomized,1.0
2210,0.05,Randomized,1.0
2211,0.1,Randomized,1.0
2212,0.25,Randomized,1.0
2213,0.5,Randomized,0.3303964757709251
2214,1.0,Randomized,0.02145922746781116
2215,5.0,Randomized,-0.004405286343612335
2216,0.0,Naive,1.0
2217,0.025,Randomized,1.0
2218,0.05,Randomized,1.0
2219,0.1,Randomized,1.0
2220,0.25,Randomized,0.0
2221,0.5,Randomized,-0.046255506607929514
2222,1.0,Randomized,0.06489994591671173
2223,5.0,Randomized,-0.013333333333333334
2224,0.0,Naive,1.0
2225,0.025,Randomized,1.0
2226,0.05,Randomized,1.0
2227,0.1,Randomized,1.0
2228,0.25,Randomized,1.0
2229,0.5,Randomized,0.06489994591671173
2230,1.0,Randomized,0.13071895424836602
2231,5.0,Randomized,-0.011086474501108648
2232,0.0,Naive,1.0
2233,0.025,Randomized,1.0
2234,0.05,Randomized,1.0
2235,0.1,Randomized,1.0
2236,0.25,Randomized,0.6208425720620843
2237,0.5,Randomized,0.2191780821917808
2238,1.0,Randomized,0.2191780821917808
2239,5.0,Randomized,-0.034858387799564274
2240,0.0,Naive,0.0
2241,0.025,Randomized,1.0
2242,0.05,Randomized,0.7995558023320377
2243,0.1,Randomized,0.7995558023320377
2244,0.25,Randomized,0.7995558023320377
2245,0.5,Randomized,0.06489994591671173
2246,1.0,Randomized,0.4619655746807329
2247,5.0,Randomized,-0.046255506607929514
2248,0.0,Naive,1.0
2249,0.025,Randomized,1.0
2250,0.05,Randomized,1.0
2251,0.1,Randomized,1.0
2252,0.25,Randomized,1.0
2253,0.5,Randomized,0.0
2254,1.0,Randomized,0.0
2255,5.0,Randomized,0.0
2256,0.0,Naive,1.0
2257,0.025,Randomized,1.0
2258,0.05,Randomized,1.0
2259,0.1,Randomized,1.0
2260,0.25,Randomized,1.0
2261,0.5,Randomized,0.46434494195688225
2262,1.0,Randomized,0.02145922746781116
2263,5.0,Randomized,0.02145922746781116
2264,0.0,Naive,1.0
2265,0.025,Randomized,1.0
2266,0.05,Randomized,1.0
2267,0.1,Randomized,0.0
2268,0.25,Randomized,0.0
2269,0.5,Randomized,0.2191780821917808
2270,1.0,Randomized,0.0
2271,5.0,Randomized,-0.030684931506849315
2272,0.0,Naive,1.0
2273,0.025,Randomized,1.0
2274,0.05,Randomized,1.0
2275,0.1,Randomized,1.0
2276,0.25,Randomized,1.0
2277,0.5,Randomized,0.06489994591671173
2278,1.0,Randomized,0.13071895424836602
2279,5.0,Randomized,0.3259423503325942
2280,0.0,Naive,1.0
2281,0.025,Randomized,1.0
2282,0.05,Randomized,1.0
2283,0.1,Randomized,1.0
2284,0.25,Randomized,1.0
2285,0.5,Randomized,0.0
2286,1.0,Randomized,0.0
2287,5.0,Randomized,0.0
2288,0.0,Naive,1.0
2289,0.025,Randomized,1.0
2290,0.05,Randomized,0.0
2291,0.1,Randomized,0.0
2292,0.25,Randomized,1.0
2293,0.5,Randomized,0.0
2294,1.0,Randomized,0.0
2295,5.0,Randomized,0.0
2296,0.0,Naive,1.0
2297,0.025,Randomized,1.0
2298,0.05,Randomized,1.0
2299,0.1,Randomized,1.0
2300,0.25,Randomized,0.7995558023320377
2301,0.5,Randomized,0.2191780821917808
2302,1.0,Randomized,0.0526027397260274
2303,5.0,Randomized,-0.034858387799564274
2304,0.0,Naive,1.0
2305,0.025,Randomized,1.0
2306,0.05,Randomized,1.0
2307,0.1,Randomized,1.0
2308,0.25,Randomized,1.0
2309,0.5,Randomized,0.0
2310,1.0,Randomized,0.0
2311,5.0,Randomized,0.0
2312,0.0,Naive,1.0
2313,0.025,Randomized,1.0
2314,0.05,Randomized,1.0
2315,0.1,Randomized,1.0
2316,0.25,Randomized,0.0
2317,0.5,Randomized,0.02145922746781116
2318,1.0,Randomized,0.02145922746781116
2319,5.0,Randomized,-0.017306652244456464
2320,0.0,Naive,1.0
2321,0.025,Randomized,1.0
2322,0.05,Randomized,1.0
2323,0.1,Randomized,1.0
2324,0.25,Randomized,1.0
2325,0.5,Randomized,0.0
2326,1.0,Randomized,0.02145922746781116
2327,5.0,Randomized,0.02145922746781116
2328,0.0,Naive,1.0
2329,0.025,Randomized,1.0
2330,0.05,Randomized,1.0
2331,0.1,Randomized,0.0
2332,0.25,Randomized,1.0
2333,0.5,Randomized,0.0
2334,1.0,Randomized,0.06489994591671173
2335,5.0,Randomized,0.02145922746781116
2336,0.0,Naive,1.0
2337,0.025,Randomized,1.0
2338,0.05,Randomized,1.0
2339,0.1,Randomized,1.0
2340,0.25,Randomized,0.02145922746781116
2341,0.5,Randomized,0.6208425720620843
2342,1.0,Randomized,0.13071895424836602
2343,5.0,Randomized,-0.013333333333333334
2344,0.0,Naive,1.0
2345,0.025,Randomized,1.0
2346,0.05,Randomized,1.0
2347,0.1,Randomized,1.0
2348,0.25,Randomized,1.0
2349,0.5,Randomized,0.02145922746781116
2350,1.0,Randomized,0.21227197346600332
2351,5.0,Randomized,-0.04441976679622432
2352,0.0,Naive,1.0
2353,0.025,Randomized,1.0
2354,0.05,Randomized,1.0
2355,0.1,Randomized,1.0
2356,0.25,Randomized,1.0
2357,0.5,Randomized,0.0
2358,1.0,Randomized,0.0
2359,5.0,Randomized,0.0
2360,0.0,Naive,1.0
2361,0.025,Randomized,1.0
2362,0.05,Randomized,1.0
2363,0.1,Randomized,1.0
2364,0.25,Randomized,1.0
2365,0.5,Randomized,0.02145922746781116
2366,1.0,Randomized,0.1211453744493392
2367,5.0,Randomized,-0.019313304721030045
2368,0.0,Naive,1.0
2369,0.025,Randomized,1.0
2370,0.05,Randomized,1.0
2371,0.1,Randomized,1.0
2372,0.25,Randomized,0.0
2373,0.5,Randomized,1.0
2374,1.0,Randomized,0.0
2375,5.0,Randomized,-0.034858387799564274
2376,0.0,Naive,1.0
2377,0.025,Randomized,1.0
2378,0.05,Randomized,1.0
2379,0.1,Randomized,1.0
2380,0.25,Randomized,0.0
2381,0.5,Randomized,0.0
2382,1.0,Randomized,0.0
2383,5.0,Randomized,0.006535947712418301
2384,0.0,Naive,1.0
2385,0.025,Randomized,1.0
2386,0.05,Randomized,1.0
2387,0.1,Randomized,1.0
2388,0.25,Randomized,1.0
2389,0.5,Randomized,-0.017306652244456464
2390,1.0,Randomized,0.0
2391,5.0,Randomized,0.0
2392,0.0,Naive,1.0
2393,0.025,Randomized,1.0
2394,0.05,Randomized,1.0
2395,0.1,Randomized,1.0
2396,0.25,Randomized,1.0
2397,0.5,Randomized,0.2191780821917808
2398,1.0,Randomized,0.0
2399,5.0,Randomized,-0.017306652244456464
2400,0.0,Naive,1.0
2401,0.025,Randomized,1.0
2402,0.05,Randomized,1.0
2403,0.1,Randomized,1.0
2404,0.25,Randomized,0.0
2405,0.5,Randomized,0.0
2406,1.0,Randomized,0.02145922746781116
2407,5.0,Randomized,0.02145922746781116
2408,0.0,Naive,1.0
2409,0.025,Randomized,1.0
2410,0.05,Randomized,1.0
2411,0.1,Randomized,1.0
2412,0.25,Randomized,0.7995558023320377
2413,0.5,Randomized,0.13071895424836602
2414,1.0,Randomized,0.2191780821917808
2415,5.0,Randomized,0.0526027397260274
2416,0.0,Naive,1.0
2417,0.025,Randomized,1.0
2418,0.05,Randomized,1.0
2419,0.1,Randomized,1.0
2420,0.25,Randomized,0.13071895424836602
2421,0.5,Randomized,0.06489994591671173
2422,1.0,Randomized,0.02145922746781116
2423,5.0,Randomized,-0.017306652244456464
2424,0.0,Naive,1.0
2425,0.025,Randomized,1.0
2426,0.05,Randomized,1.0
2427,0.1,Randomized,1.0
2428,0.25,Randomized,0.46434494195688225
2429,0.5,Randomized,0.0
2430,1.0,Randomized,0.0
2431,5.0,Randomized,-0.019313304721030045
2432,0.0,Naive,1.0
2433,0.025,Randomized,1.0
2434,0.05,Randomized,1.0
2435,0.1,Randomized,1.0
2436,0.25,Randomized,0.02145922746781116
2437,0.5,Randomized,0.13071895424836602
2438,1.0,Randomized,-0.05321507760532151
2439,5.0,Randomized,-0.03980099502487562
2440,0.0,Naive,1.0
