tau,delta,effect_size,reject
0.05,10.625,2.0653688354813484,1
0.05,10.625,1.845030676737897,1
0.05,10.625,1.989383442296269,1
0.05,10.625,1.9379411406123348,1
0.05,10.625,2.03595594137381,1
0.05,10.625,1.998335228972798,1
0.05,10.625,1.932610726394868,1
0.05,10.625,1.7893843531947682,1
0.05,10.625,1.7862334879812993,1
0.05,10.625,1.9374702095713223,1
0.05,10.625,1.8107841866152008,1
0.05,10.625,1.8363282550509303,1
0.05,10.625,1.9414363382088098,1
0.05,10.625,1.8558670429758726,1
0.05,10.625,1.8220218663485261,1
0.05,10.625,1.8176104283736367,1
0.05,10.625,1.8173255211664752,1
0.05,10.625,1.885645249021507,1
0.05,10.625,1.870534124295417,1
0.05,10.625,1.9498057746844877,1
0.05,10.625,1.8809642767969696,1
0.05,10.625,2.0640323650533072,1
0.05,10.625,1.8801285479760061,1
0.05,10.625,2.027344736830844,1
0.05,10.625,1.8168601081804048,1
0.05,10.625,1.8894337395429943,1
0.05,10.625,1.8553246204367055,1
0.05,12.5,1.8940914972858598,1
0.05,12.5,1.8547810695823492,1
0.05,12.5,1.9168183364778668,1
0.05,12.5,1.8511778622346164,1
0.05,12.5,1.913458862959206,1
0.05,12.5,1.9049138985858762,1
0.05,12.5,1.9465755091480585,1
0.05,12.5,1.8952260908939262,1
0.05,12.5,2.041889771522859,1
0.05,12.5,1.8834057684355954,1
0.05,12.5,1.857503676830863,1
0.05,12.5,2.0431456093806823,1
0.05,12.5,1.9935346972921606,1
0.05,12.5,1.9467910465637548,1
0.05,12.5,1.8475446062002165,1
0.05,12.5,1.938628995955105,1
0.05,12.5,1.8490673737459038,1
0.05,12.5,1.8199141378045305,1
0.05,12.5,1.9055805700282487,1
0.05,12.5,1.9228297616415735,1
0.05,12.5,1.8843769000818917,1
0.05,12.5,1.881489675640089,1
0.05,12.5,1.9989465128131105,1
0.05,12.5,1.9196474690401781,1
0.05,12.5,1.8871836230266539,1
0.05,12.5,1.9626894604216953,1
0.05,12.5,1.9444559134548558,1
0.05,12.5,1.8319002163956761,1
0.05,12.5,1.8525619004456586,1
0.05,12.5,1.9068109303991452,1
0.05,14.375,1.9050273056471423,1
0.05,14.375,1.8909368609738508,1
0.05,14.375,1.8919659598339014,1
0.05,14.375,2.0435678920748663,1
0.05,14.375,2.0084799994165343,1
0.05,14.375,1.9962827537981354,1
0.05,14.375,2.000798470767973,1
0.05,14.375,1.969350525297123,1
0.05,14.375,1.8938439375909608,1
0.05,14.375,1.8795021528417162,1
0.05,14.375,1.9216188848164735,1
0.05,14.375,1.9257335105330833,1
0.05,14.375,1.9374175170497525,1
0.05,14.375,1.9850031239906387,1
0.05,14.375,1.8930285809213365,1
0.05,14.375,1.9012810883516826,1
0.05,14.375,1.8704205889070817,1
0.05,14.375,1.867858942950691,1
0.05,14.375,2.0563187477507237,1
0.05,14.375,1.8799933158424909,1
0.05,14.375,1.9094095093095456,1
0.05,14.375,1.9200461911895417,1
0.05,14.375,1.8822774402692821,1
0.05,14.375,1.834868904228569,1
0.05,14.375,1.8748765458190697,1
0.05,14.375,1.8332353070698364,1
0.05,14.375,1.932916618282183,1
0.05,14.375,1.9215927172637635,1
0.05,14.375,1.8968610781416844,1
0.05,14.375,1.9802270407238103,1
0.05,16.25,1.840517075981265,1
0.05,16.25,1.8900260319822355,1
0.05,16.25,1.8693876281945547,1
0.05,16.25,1.9943543885274393,1
0.05,16.25,1.8603965688333488,1
0.05,16.25,1.8743292892884789,1
0.05,16.25,1.9015103242406168,1
0.05,16.25,1.9533134472807148,1
0.05,16.25,1.9565594064474003,1
0.05,16.25,1.89865268933976,1
0.05,16.25,1.9276934494412652,1
0.05,16.25,1.8801658895403197,1
0.05,16.25,1.902181875802886,1
0.05,16.25,1.9136860588927713,1
0.05,16.25,2.0115205748401985,1
0.05,16.25,1.9288827082746596,1
0.05,16.25,1.9573098908419175,1
0.05,16.25,1.945026258162615,1
