,delta,Tau,Method,WCSS/TSS
3256,8,0.0,Naive,0.09002435852501499
3257,8,0.1,Randomized,0.09002435852501499
3258,8,0.0,Naive,0.10032933224080767
3259,8,0.1,Randomized,0.10032933224080767
3260,8,0.0,Naive,0.08033815459191274
3261,8,0.1,Randomized,0.08033815459191274
3262,8,0.0,Naive,0.12600421605138165
3263,8,0.1,Randomized,0.12600421605138165
3264,8,0.0,Naive,0.09616125405305655
3265,8,0.1,Randomized,0.09616125405305655
3266,8,0.0,Naive,0.09203752896777291
3267,8,0.1,Randomized,0.09203752896777291
3268,8,0.0,Naive,0.10031039473018859
3269,8,0.1,Randomized,0.10031039473018859
3270,8,0.0,Naive,0.11586266246361311
3271,8,0.1,Randomized,0.11586266246361311
3272,8,0.0,Naive,0.12572611334739836
3273,8,0.1,Randomized,0.12572611334739836
3274,8,0.0,Naive,0.11826227421153523
3275,8,0.1,Randomized,0.11826227421153523
3276,8,0.0,Naive,0.06612659525595166
3277,8,0.1,Randomized,0.06612659525595166
3278,8,0.0,Naive,0.1133452833838132
3279,8,0.1,Randomized,0.1133452833838132
3280,8,0.0,Naive,0.12380014538255786
3281,8,0.1,Randomized,0.12380014538255786
3282,8,0.0,Naive,0.08089213718058705
3283,8,0.1,Randomized,0.08089213718058705
3284,8,0.0,Naive,0.07395460430484536
3285,8,0.1,Randomized,0.07395460430484536
3286,8,0.0,Naive,0.08990843766666891
3287,8,0.1,Randomized,0.08990843766666891
3288,8,0.0,Naive,0.1147469765715186
3289,8,0.1,Randomized,0.1147469765715186
3290,8,0.0,Naive,0.07799014740161946
3291,8,0.1,Randomized,0.07799014740161946
3292,8,0.0,Naive,0.10914143807161383
3293,8,0.1,Randomized,0.10914143807161383
3294,8,0.0,Naive,0.06646628305284531
3295,8,0.1,Randomized,0.06646628305284531
3296,8,0.0,Naive,0.10100507696078723
3297,8,0.1,Randomized,0.10100507696078723
3298,8,0.0,Naive,0.13896590491838579
3299,8,0.1,Randomized,0.13896590491838579
3300,8,0.0,Naive,0.08567972437497758
3301,8,0.1,Randomized,0.08567972437497758
3302,8,0.0,Naive,0.06225079626184461
3303,8,0.1,Randomized,0.06225079626184461
3304,8,0.0,Naive,0.12281561922192052
3305,8,0.1,Randomized,0.12281561922192052
3306,8,0.0,Naive,0.09707870968453199
3307,8,0.1,Randomized,0.09707870968453199
3308,8,0.0,Naive,0.12452376881666823
3309,8,0.1,Randomized,0.12452376881666823
3310,8,0.0,Naive,0.10435240118636586
3311,8,0.1,Randomized,0.10435240118636586
3312,8,0.0,Naive,0.08805174027686204
3313,8,0.1,Randomized,0.08805174027686204
3314,8,0.0,Naive,0.06946552469722811
3315,8,0.1,Randomized,0.06946552469722811
3316,8,0.0,Naive,0.10955679158843344
3317,8,0.1,Randomized,0.10955679158843344
3318,8,0.0,Naive,0.11053672091933929
3319,8,0.1,Randomized,0.11053672091933929
3320,8,0.0,Naive,0.09418961629586318
3321,8,0.1,Randomized,0.09418961629586318
3322,8,0.0,Naive,0.09335460761049233
3323,8,0.1,Randomized,0.09335460761049233
3324,8,0.0,Naive,0.1256326258674361
3325,8,0.1,Randomized,0.1256326258674361
3326,8,0.0,Naive,0.0887200592111463
3327,8,0.1,Randomized,0.0887200592111463
3328,8,0.0,Naive,0.07974329095727431
3329,8,0.1,Randomized,0.07974329095727431
3330,8,0.0,Naive,0.11065262234175889
3331,8,0.1,Randomized,0.11065262234175889
3332,8,0.0,Naive,0.07967109651039807
3333,8,0.1,Randomized,0.07967109651039807
3334,8,0.0,Naive,0.0740812600287819
3335,8,0.1,Randomized,0.0740812600287819
3336,8,0.0,Naive,0.15056086368215435
3337,8,0.1,Randomized,0.15056086368215435
3338,8,0.0,Naive,0.10282140375691996
3339,8,0.1,Randomized,0.10282140375691996
3340,8,0.0,Naive,0.08849875670608155
3341,8,0.1,Randomized,0.08849875670608155
3342,8,0.0,Naive,0.10504530390546453
3343,8,0.1,Randomized,0.10504530390546453
3344,8,0.0,Naive,0.06655224674573527
3345,8,0.1,Randomized,0.06655224674573527
3346,8,0.0,Naive,0.12772959333711803
3347,8,0.1,Randomized,0.12772959333711803
3348,8,0.0,Naive,0.11290830959681218
3349,8,0.1,Randomized,0.11290830959681218
3350,8,0.0,Naive,0.09394282855341568
3351,8,0.1,Randomized,0.09394282855341568
3352,8,0.0,Naive,0.11474146734078947
3353,8,0.1,Randomized,0.11474146734078947
3354,8,0.0,Naive,0.1333134692154118
3355,8,0.1,Randomized,0.1333134692154118
3356,8,0.0,Naive,0.1234243207311885
3357,8,0.1,Randomized,0.1234243207311885
3358,8,0.0,Naive,0.09322511112364212
3359,8,0.1,Randomized,0.09322511112364212
3360,8,0.0,Naive,0.07705567177103988
3361,8,0.1,Randomized,0.07705567177103988
3362,8,0.0,Naive,0.07385330929369373
3363,8,0.1,Randomized,0.07385330929369373
3364,8,0.0,Naive,0.11301987754794919
3365,8,0.1,Randomized,0.11301987754794919
3366,8,0.0,Naive,0.06817068372092366
3367,8,0.1,Randomized,0.06817068372092366
3368,8,0.0,Naive,0.10252907736588619
3369,8,0.1,Randomized,0.10252907736588619
3370,8,0.0,Naive,0.10056639765945347
3371,8,0.1,Randomized,0.10056639765945347
3372,8,0.0,Naive,0.08447654392655556
3373,8,0.1,Randomized,0.08447654392655556
3374,8,0.0,Naive,0.12501731956550635
3375,8,0.1,Randomized,0.12501731956550635
3376,8,0.0,Naive,0.10744608920359155
3377,8,0.1,Randomized,0.10744608920359155
3378,8,0.0,Naive,0.09871712961455704
3379,8,0.1,Randomized,0.09871712961455704
3380,8,0.0,Naive,0.11416451861219913
3381,8,0.1,Randomized,0.11416451861219913
3382,8,0.0,Naive,0.10439762360610862
3383,8,0.1,Randomized,0.10439762360610862
3384,8,0.0,Naive,0.06696027427457252
3385,8,0.1,Randomized,0.06696027427457252
3386,8,0.0,Naive,0.09277617744483252
3387,8,0.1,Randomized,0.09277617744483252
3388,8,0.0,Naive,0.09648778819003709
3389,8,0.1,Randomized,0.09648778819003709
3390,8,0.0,Naive,0.12370126020173104
3391,8,0.1,Randomized,0.12370126020173104
3392,8,0.0,Naive,0.1004879086980724
3393,8,0.1,Randomized,0.1004879086980724
3394,8,0.0,Naive,0.0977381857256593
3395,8,0.1,Randomized,0.0977381857256593
3396,8,0.0,Naive,0.09993737914947205
3397,8,0.1,Randomized,0.09993737914947205
3398,8,0.0,Naive,0.10856857163372656
3399,8,0.1,Randomized,0.10856857163372656
3400,8,0.0,Naive,0.07049737316176242
3401,8,0.1,Randomized,0.07049737316176242
3402,8,0.0,Naive,0.15892031735310505
3403,8,0.1,Randomized,0.15892031735310505
3404,8,0.0,Naive,0.10583976191116266
3405,8,0.1,Randomized,0.10583976191116266
3406,8,0.0,Naive,0.11516333737878026
3407,8,0.1,Randomized,0.11516333737878026
3408,8,0.0,Naive,0.13296915580186924
3409,8,0.1,Randomized,0.13296915580186924
3410,8,0.0,Naive,0.06877779150676998
3411,8,0.1,Randomized,0.06877779150676998
3412,8,0.0,Naive,0.07656859974926863
3413,8,0.1,Randomized,0.07656859974926863
3414,8,0.0,Naive,0.0785187867093877
3415,8,0.1,Randomized,0.0785187867093877
3416,8,0.0,Naive,0.10375615527111341
3417,8,0.1,Randomized,0.10375615527111341
3418,8,0.0,Naive,0.08331041656519719
3419,8,0.1,Randomized,0.08331041656519719
3420,8,0.0,Naive,0.1095613547284257
3421,8,0.1,Randomized,0.1095613547284257
3422,8,0.0,Naive,0.11911560269984628
3423,8,0.1,Randomized,0.11911560269984628
3424,8,0.0,Naive,0.09565149930235624
3425,8,0.1,Randomized,0.09565149930235624
3426,8,0.0,Naive,0.09138716701790398
3427,8,0.1,Randomized,0.09138716701790398
3428,8,0.0,Naive,0.12001044728968603
3429,8,0.1,Randomized,0.12001044728968603
3430,8,0.0,Naive,0.12263067241692575
3431,8,0.1,Randomized,0.12263067241692575
3432,8,0.0,Naive,0.07590240323652417
3433,8,0.1,Randomized,0.07590240323652417
3434,8,0.0,Naive,0.10970114867188807
3435,8,0.1,Randomized,0.10970114867188807
3436,8,0.0,Naive,0.11206656744124446
3437,8,0.1,Randomized,0.11206656744124446
3438,8,0.0,Naive,0.1323303145942285
3439,8,0.1,Randomized,0.1323303145942285
3440,8,0.0,Naive,0.09645430995767601
3441,8,0.1,Randomized,0.09645430995767601
3442,8,0.0,Naive,0.12238344713156496
3443,8,0.1,Randomized,0.12238344713156496
3444,8,0.0,Naive,0.09552746825419038
3445,8,0.1,Randomized,0.09552746825419038
3446,8,0.0,Naive,0.06142802305862585
3447,8,0.1,Randomized,0.06142802305862585
3448,8,0.0,Naive,0.15300886191770305
3449,8,0.1,Randomized,0.15300886191770305
3450,8,0.0,Naive,0.10452397717915324
3451,8,0.1,Randomized,0.10452397717915324
3452,8,0.0,Naive,0.10834042763909751
3453,8,0.1,Randomized,0.10834042763909751
3454,8,0.0,Naive,0.14020791093086507
3455,8,0.1,Randomized,0.14020791093086507
3456,8,0.0,Naive,0.13052332273574666
3457,8,0.1,Randomized,0.13052332273574666
3458,8,0.0,Naive,0.10569548610658971
3459,8,0.1,Randomized,0.10569548610658971
3460,8,0.0,Naive,0.09301259695940609
3461,8,0.1,Randomized,0.09301259695940609
3462,8,0.0,Naive,0.08676030934592992
3463,8,0.1,Randomized,0.08676030934592992
3464,8,0.0,Naive,0.07077147839691225
3465,8,0.1,Randomized,0.07077147839691225
3466,8,0.0,Naive,0.08681536170644459
3467,8,0.1,Randomized,0.08681536170644459
3468,8,0.0,Naive,0.11241498956140823
3469,8,0.1,Randomized,0.11241498956140823
3470,8,0.0,Naive,0.08160983436744186
3471,8,0.1,Randomized,0.08160983436744186
3472,8,0.0,Naive,0.13318088179442172
3473,8,0.1,Randomized,0.13318088179442172
3474,8,0.0,Naive,0.11089755712383882
3475,8,0.1,Randomized,0.11089755712383882
3476,8,0.0,Naive,0.10515421528731532
3477,8,0.1,Randomized,0.10515421528731532
3478,8,0.0,Naive,0.08701597689190438
3479,8,0.1,Randomized,0.08701597689190438
3480,8,0.0,Naive,0.07374695241475199
3481,8,0.1,Randomized,0.07374695241475199
3482,8,0.0,Naive,0.09041903141237433
3483,8,0.1,Randomized,0.09041903141237433
3484,8,0.0,Naive,0.14189544804503484
3485,8,0.1,Randomized,0.14189544804503484
3486,8,0.0,Naive,0.10334766381420186
3487,8,0.1,Randomized,0.10334766381420186
3488,8,0.0,Naive,0.09373700965664969
3489,8,0.1,Randomized,0.09373700965664969
3490,8,0.0,Naive,0.12393184093396435
3491,8,0.1,Randomized,0.12393184093396435
3492,8,0.0,Naive,0.07229887521844088
3493,8,0.1,Randomized,0.07229887521844088
3494,8,0.0,Naive,0.08701777284157501
3495,8,0.1,Randomized,0.08701777284157501
3496,8,0.0,Naive,0.053646705203092775
3497,8,0.1,Randomized,0.053646705203092775
3498,8,0.0,Naive,0.10698547475212433
3499,8,0.1,Randomized,0.10698547475212433
3500,8,0.0,Naive,0.11869635239637842
3501,8,0.1,Randomized,0.11869635239637842
3502,8,0.0,Naive,0.08165554598654085
3503,8,0.1,Randomized,0.08165554598654085
3504,8,0.0,Naive,0.1004549257879622
3505,8,0.1,Randomized,0.1004549257879622
3506,8,0.0,Naive,0.055162012012962114
3507,8,0.1,Randomized,0.055162012012962114
3508,8,0.0,Naive,0.10286299800262261
3509,8,0.1,Randomized,0.10286299800262261
3510,8,0.0,Naive,0.11515765322478974
3511,8,0.1,Randomized,0.11515765322478974
3512,8,0.0,Naive,0.07685493171111066
3513,8,0.1,Randomized,0.07685493171111066
3514,8,0.0,Naive,0.12855671930544327
3515,8,0.1,Randomized,0.12855671930544327
3516,8,0.0,Naive,0.11082283528311855
3517,8,0.1,Randomized,0.11082283528311855
3518,8,0.0,Naive,0.08756984852557624
3519,8,0.1,Randomized,0.08756984852557624
3520,8,0.0,Naive,0.12487262334402927
3521,8,0.1,Randomized,0.12487262334402927
3522,8,0.0,Naive,0.1118344231575637
3523,8,0.1,Randomized,0.1118344231575637
3524,8,0.0,Naive,0.10749485358127352
3525,8,0.1,Randomized,0.10749485358127352
3526,8,0.0,Naive,0.10305691898598006
3527,8,0.1,Randomized,0.10305691898598006
3528,8,0.0,Naive,0.08634224216050372
3529,8,0.1,Randomized,0.08634224216050372
3530,8,0.0,Naive,0.1235068333258171
3531,8,0.1,Randomized,0.1235068333258171
3532,8,0.0,Naive,0.07330241405784306
3533,8,0.1,Randomized,0.07330241405784306
3534,8,0.0,Naive,0.11286240922874635
3535,8,0.1,Randomized,0.11286240922874635
3536,8,0.0,Naive,0.12065396015024002
3537,8,0.1,Randomized,0.12065396015024002
3538,8,0.0,Naive,0.11905519164174272
3539,8,0.1,Randomized,0.11905519164174272
3540,8,0.0,Naive,0.10517363196129711
3541,8,0.1,Randomized,0.10517363196129711
3542,8,0.0,Naive,0.10879583085425794
3543,8,0.1,Randomized,0.10879583085425794
3544,8,0.0,Naive,0.10788281281291438
3545,8,0.1,Randomized,0.10788281281291438
3546,8,0.0,Naive,0.10626421819159389
3547,8,0.1,Randomized,0.10626421819159389
3548,8,0.0,Naive,0.0864541094981164
3549,8,0.1,Randomized,0.0864541094981164
3550,8,0.0,Naive,0.11713684352075154
3551,8,0.1,Randomized,0.11713684352075154
3552,8,0.0,Naive,0.130276059401778
3553,8,0.1,Randomized,0.130276059401778
3554,8,0.0,Naive,0.13243294008820355
3555,8,0.1,Randomized,0.13243294008820355
3556,8,0.0,Naive,0.09515998956888239
3557,8,0.1,Randomized,0.09515998956888239
3558,8,0.0,Naive,0.07574643626706831
3559,8,0.1,Randomized,0.07574643626706831
3560,8,0.0,Naive,0.11185761898492882
3561,8,0.1,Randomized,0.11185761898492882
3562,8,0.0,Naive,0.10201257913502705
3563,8,0.1,Randomized,0.10201257913502705
3564,8,0.0,Naive,0.10410456671278796
3565,8,0.1,Randomized,0.10410456671278796
3566,8,0.0,Naive,0.08911557266748257
3567,8,0.1,Randomized,0.08911557266748257
3568,8,0.0,Naive,0.11757755092104306
3569,8,0.1,Randomized,0.11757755092104306
3570,8,0.0,Naive,0.10851604667500167
3571,8,0.1,Randomized,0.10851604667500167
3572,8,0.0,Naive,0.06788613160520929
3573,8,0.1,Randomized,0.06788613160520929
3574,8,0.0,Naive,0.11074332437147878
3575,8,0.1,Randomized,0.11074332437147878
3576,8,0.0,Naive,0.10518854701325533
3577,8,0.1,Randomized,0.10518854701325533
3578,8,0.0,Naive,0.0909289974297158
3579,8,0.1,Randomized,0.0909289974297158
3580,8,0.0,Naive,0.09608356128266904
3581,8,0.1,Randomized,0.09608356128266904
3582,8,0.0,Naive,0.07365552746733173
3583,8,0.1,Randomized,0.07365552746733173
3584,8,0.0,Naive,0.09151802308553449
3585,8,0.1,Randomized,0.09151802308553449
3586,8,0.0,Naive,0.06760334952791583
3587,8,0.1,Randomized,0.06760334952791583
3588,8,0.0,Naive,0.09321292514979548
3589,8,0.1,Randomized,0.09321292514979548
3590,8,0.0,Naive,0.057254079525177776
3591,8,0.1,Randomized,0.057254079525177776
3592,8,0.0,Naive,0.13415611171559175
3593,8,0.1,Randomized,0.13415611171559175
3594,8,0.0,Naive,0.09538083446397198
3595,8,0.1,Randomized,0.09538083446397198
3596,8,0.0,Naive,0.04273254060588249
3597,8,0.1,Randomized,0.04273254060588249
3598,8,0.0,Naive,0.12003475411126614
3599,8,0.1,Randomized,0.12003475411126614
3600,8,0.0,Naive,0.12335584382393526
3601,8,0.1,Randomized,0.12335584382393526
3602,8,0.0,Naive,0.1464341458586993
3603,8,0.1,Randomized,0.1464341458586993
3604,8,0.0,Naive,0.09136492959950945
3605,8,0.1,Randomized,0.09136492959950945
3606,8,0.0,Naive,0.0842227015571658
3607,8,0.1,Randomized,0.0842227015571658
3608,8,0.0,Naive,0.08408200102333359
3609,8,0.1,Randomized,0.08408200102333359
3610,8,0.0,Naive,0.07804375319420133
3611,8,0.1,Randomized,0.07804375319420133
3612,8,0.0,Naive,0.10166176435596647
3613,8,0.1,Randomized,0.10166176435596647
3614,8,0.0,Naive,0.08935822793339847
3615,8,0.1,Randomized,0.08935822793339847
3616,8,0.0,Naive,0.10301216867900555
3617,8,0.1,Randomized,0.10301216867900555
3618,8,0.0,Naive,0.09722123767929865
3619,8,0.1,Randomized,0.09722123767929865
3620,8,0.0,Naive,0.09608273170049596
3621,8,0.1,Randomized,0.09608273170049596
3622,8,0.0,Naive,0.09800375900690006
3623,8,0.1,Randomized,0.09800375900690006
3624,8,0.0,Naive,0.11271775656962339
3625,8,0.1,Randomized,0.11271775656962339
3626,8,0.0,Naive,0.11186795931573612
3627,8,0.1,Randomized,0.11186795931573612
3628,8,0.0,Naive,0.07854251650011373
3629,8,0.1,Randomized,0.07854251650011373
3630,8,0.0,Naive,0.08806806295869493
3631,8,0.1,Randomized,0.08806806295869493
3632,8,0.0,Naive,0.07680386378799567
3633,8,0.1,Randomized,0.07680386378799567
3634,8,0.0,Naive,0.12460124819906945
3635,8,0.1,Randomized,0.12460124819906945
3636,8,0.0,Naive,0.12960877526356282
3637,8,0.1,Randomized,0.12960877526356282
3638,8,0.0,Naive,0.09255020720476843
3639,8,0.1,Randomized,0.09255020720476843
3640,8,0.0,Naive,0.0927694199057569
3641,8,0.1,Randomized,0.0927694199057569
3642,8,0.0,Naive,0.126200431766491
3643,8,0.1,Randomized,0.126200431766491
3644,8,0.0,Naive,0.11517147580678232
3645,8,0.1,Randomized,0.11517147580678232
3646,8,0.0,Naive,0.1005318289410742
3647,8,0.1,Randomized,0.1005318289410742
3648,8,0.0,Naive,0.12099150083002218
3649,8,0.1,Randomized,0.12099150083002218
3650,8,0.0,Naive,0.06611042199565056
3651,8,0.1,Randomized,0.06611042199565056
3652,8,0.0,Naive,0.10565828482279341
3653,8,0.1,Randomized,0.10565828482279341
3654,8,0.0,Naive,0.09412128161621622
3655,8,0.1,Randomized,0.09412128161621622
3656,8,0.0,Naive,0.10227302577919146
3657,8,0.1,Randomized,0.10227302577919146
3658,8,0.0,Naive,0.08809955917573002
3659,8,0.1,Randomized,0.08809955917573002
3660,8,0.0,Naive,0.09938021218118454
3661,8,0.1,Randomized,0.09938021218118454
3662,8,0.0,Naive,0.08425130777781004
3663,8,0.1,Randomized,0.08425130777781004
3664,8,0.0,Naive,0.09031924890609092
3665,8,0.1,Randomized,0.09031924890609092
3666,8,0.0,Naive,0.08838846904250064
3667,8,0.1,Randomized,0.08838846904250064
3668,8,0.0,Naive,0.1301749741957009
3669,8,0.1,Randomized,0.1301749741957009
3670,8,0.0,Naive,0.10864059926027615
3671,8,0.1,Randomized,0.10864059926027615
3672,8,0.0,Naive,0.17062252445805312
3673,8,0.1,Randomized,0.17062252445805312
3674,8,0.0,Naive,0.13052300042371273
3675,8,0.1,Randomized,0.13052300042371273
3676,8,0.0,Naive,0.10998258604143256
3677,8,0.1,Randomized,0.10998258604143256
3678,8,0.0,Naive,0.1357369912607221
3679,8,0.1,Randomized,0.1357369912607221
3680,8,0.0,Naive,0.09285510652154896
3681,8,0.1,Randomized,0.09285510652154896
3682,8,0.0,Naive,0.11990243244483657
3683,8,0.1,Randomized,0.11990243244483657
3684,8,0.0,Naive,0.09229786333521475
3685,8,0.1,Randomized,0.09229786333521475
3686,8,0.0,Naive,0.13615980914810955
3687,8,0.1,Randomized,0.13615980914810955
3688,8,0.0,Naive,0.0924512457254104
3689,8,0.1,Randomized,0.0924512457254104
3690,8,0.0,Naive,0.09149260064417768
3691,8,0.1,Randomized,0.09149260064417768
3692,8,0.0,Naive,0.07691266924051735
3693,8,0.1,Randomized,0.07691266924051735
3694,8,0.0,Naive,0.08311244719446792
3695,8,0.1,Randomized,0.08311244719446792
3696,8,0.0,Naive,0.1078313604532941
3697,8,0.1,Randomized,0.1078313604532941
3698,8,0.0,Naive,0.09571040994240776
3699,8,0.1,Randomized,0.09571040994240776
3700,8,0.0,Naive,0.06764101542866673
3701,8,0.1,Randomized,0.06764101542866673
3702,8,0.0,Naive,0.07032554844061459
3703,8,0.1,Randomized,0.07032554844061459
3704,8,0.0,Naive,0.08076728542577562
3705,8,0.1,Randomized,0.08076728542577562
3706,8,0.0,Naive,0.11337088601928205
3707,8,0.1,Randomized,0.11337088601928205
3708,8,0.0,Naive,0.06344407161745577
3709,8,0.1,Randomized,0.06344407161745577
3710,8,0.0,Naive,0.06143828732694557
3711,8,0.1,Randomized,0.06143828732694557
3712,8,0.0,Naive,0.05828073088851022
3713,8,0.1,Randomized,0.05828073088851022
3714,8,0.0,Naive,0.09366432873209918
3715,8,0.1,Randomized,0.09366432873209918
3716,8,0.0,Naive,0.08924408234701793
3717,8,0.1,Randomized,0.08924408234701793
3718,8,0.0,Naive,0.12680201049151238
3719,8,0.1,Randomized,0.12680201049151238
3720,8,0.0,Naive,0.07444324739609663
3721,8,0.1,Randomized,0.07444324739609663
3722,8,0.0,Naive,0.1383008806747593
3723,8,0.1,Randomized,0.1383008806747593
3724,8,0.0,Naive,0.07505208947419229
3725,8,0.1,Randomized,0.07505208947419229
3726,8,0.0,Naive,0.11284015743582254
3727,8,0.1,Randomized,0.11284015743582254
3728,8,0.0,Naive,0.10984219213539538
3729,8,0.1,Randomized,0.10984219213539538
3730,8,0.0,Naive,0.11185761704001206
3731,8,0.1,Randomized,0.11185761704001206
3732,8,0.0,Naive,0.0630568854523601
3733,8,0.1,Randomized,0.0630568854523601
3734,8,0.0,Naive,0.10003407083208778
3735,8,0.1,Randomized,0.10003407083208778
3736,8,0.0,Naive,0.08271366039329463
3737,8,0.1,Randomized,0.08271366039329463
3738,8,0.0,Naive,0.06528706599324378
3739,8,0.1,Randomized,0.06528706599324378
3740,8,0.0,Naive,0.11996102238035394
3741,8,0.1,Randomized,0.11996102238035394
3742,8,0.0,Naive,0.0765703900708608
3743,8,0.1,Randomized,0.0765703900708608
3744,8,0.0,Naive,0.08491282010554208
3745,8,0.1,Randomized,0.08491282010554208
3746,8,0.0,Naive,0.11780674611473398
3747,8,0.1,Randomized,0.11780674611473398
3748,8,0.0,Naive,0.11063072523398033
3749,8,0.1,Randomized,0.11063072523398033
3750,8,0.0,Naive,0.10088391055119245
3751,8,0.1,Randomized,0.10088391055119245
3752,8,0.0,Naive,0.1359907661828319
3753,8,0.1,Randomized,0.1359907661828319
3754,8,0.0,Naive,0.12245182489560173
3755,8,0.1,Randomized,0.12245182489560173
3756,8,0.0,Naive,0.10253959329099399
3757,8,0.1,Randomized,0.10253959329099399
3758,8,0.0,Naive,0.1336787913445359
3759,8,0.1,Randomized,0.1336787913445359
3760,8,0.0,Naive,0.19252186917997827
3761,8,0.1,Randomized,0.1588231690268178
3762,8,0.0,Naive,0.1439956829126743
3763,8,0.1,Randomized,0.9413527744727006
3764,8,0.0,Naive,0.10268999225144868
3765,8,0.1,Randomized,0.10268999225144868
3766,8,0.0,Naive,0.09853581444235236
3767,8,0.1,Randomized,0.09853581444235236
3768,8,0.0,Naive,0.08387820835569239
3769,8,0.1,Randomized,0.08387820835569239
3770,8,0.0,Naive,0.08614716236028422
3771,8,0.1,Randomized,0.08614716236028422
3772,8,0.0,Naive,0.1098400344347535
3773,8,0.1,Randomized,0.1098400344347535
3774,8,0.0,Naive,0.11393280191624097
3775,8,0.1,Randomized,0.11393280191624097
3776,8,0.0,Naive,0.0962846886079222
3777,8,0.1,Randomized,0.0962846886079222
3778,8,0.0,Naive,0.10069363625582123
3779,8,0.1,Randomized,0.10069363625582123
3780,8,0.0,Naive,0.10828799063781958
3781,8,0.1,Randomized,0.10828799063781958
3782,8,0.0,Naive,0.10424235458140546
3783,8,0.1,Randomized,0.10424235458140546
3784,8,0.0,Naive,0.11220865522465934
3785,8,0.1,Randomized,0.11220865522465934
3786,8,0.0,Naive,0.08393038690611791
3787,8,0.1,Randomized,0.08393038690611791
3788,8,0.0,Naive,0.13950568107945985
3789,8,0.1,Randomized,0.13950568107945985
3790,8,0.0,Naive,0.07364499840396023
3791,8,0.1,Randomized,0.07364499840396023
3792,8,0.0,Naive,0.12399258468016935
3793,8,0.1,Randomized,0.12399258468016935
3794,8,0.0,Naive,0.11646593095815568
3795,8,0.1,Randomized,0.11646593095815568
3796,8,0.0,Naive,0.10965057678825464
3797,8,0.1,Randomized,0.10965057678825464
3798,8,0.0,Naive,0.08104437525539701
3799,8,0.1,Randomized,0.08104437525539701
3800,8,0.0,Naive,0.09997438065620427
3801,8,0.1,Randomized,0.09997438065620427
3802,8,0.0,Naive,0.12249714397430495
3803,8,0.1,Randomized,0.12249714397430495
3804,8,0.0,Naive,0.12982591561124177
3805,8,0.1,Randomized,0.12982591561124177
3806,8,0.0,Naive,0.06998445509696362
3807,8,0.1,Randomized,0.06998445509696362
3808,8,0.0,Naive,0.08911206528522217
3809,8,0.1,Randomized,0.08911206528522217
3810,8,0.0,Naive,0.09846648129178252
3811,8,0.1,Randomized,0.09846648129178252
3812,8,0.0,Naive,0.11155315895968311
3813,8,0.1,Randomized,0.11155315895968311
3814,8,0.0,Naive,0.10374441563935091
3815,8,0.1,Randomized,0.10374441563935091
3816,8,0.0,Naive,0.13997561517457094
3817,8,0.1,Randomized,0.13997561517457094
3818,8,0.0,Naive,0.08099465688215148
3819,8,0.1,Randomized,0.08099465688215148
3820,8,0.0,Naive,0.1461109270954679
3821,8,0.1,Randomized,0.1461109270954679
3822,8,0.0,Naive,0.08516005697382606
3823,8,0.1,Randomized,0.08516005697382606
3824,8,0.0,Naive,0.09780790168309202
3825,8,0.1,Randomized,0.9841449582669394
3826,8,0.0,Naive,0.10846599231668358
3827,8,0.1,Randomized,0.10846599231668358
3828,8,0.0,Naive,0.11171436114104857
3829,8,0.1,Randomized,0.11171436114104857
3830,8,0.0,Naive,0.1322113310477507
3831,8,0.1,Randomized,0.1322113310477507
3832,8,0.0,Naive,0.068958962472469
3833,8,0.1,Randomized,0.068958962472469
3834,8,0.0,Naive,0.08056789646713435
3835,8,0.1,Randomized,0.08056789646713435
3836,8,0.0,Naive,0.11170923527479688
3837,8,0.1,Randomized,0.8636752302990788
3838,8,0.0,Naive,0.10744340641869639
3839,8,0.1,Randomized,0.10744340641869639
3840,8,0.0,Naive,0.1370964459306868
3841,8,0.1,Randomized,0.1370964459306868
3842,8,0.0,Naive,0.11100256716307871
3843,8,0.1,Randomized,0.11100256716307871
3844,8,0.0,Naive,0.11310564485133877
3845,8,0.1,Randomized,0.11310564485133877
3846,8,0.0,Naive,0.12464789750747318
3847,8,0.1,Randomized,0.12464789750747318
3848,8,0.0,Naive,0.11189918924615883
3849,8,0.1,Randomized,0.11189918924615883
3850,8,0.0,Naive,0.10232739768912938
3851,8,0.1,Randomized,0.10232739768912938
3852,8,0.0,Naive,0.1205783376393607
3853,8,0.1,Randomized,0.1205783376393607
3854,8,0.0,Naive,0.09140982929780782
3855,8,0.1,Randomized,0.09140982929780782
3856,8,0.0,Naive,0.1289795271235067
3857,8,0.1,Randomized,0.1289795271235067
3858,8,0.0,Naive,0.08946437677459151
3859,8,0.1,Randomized,0.08946437677459151
3860,8,0.0,Naive,0.11200807194186796
3861,8,0.1,Randomized,0.11200807194186796
3862,8,0.0,Naive,0.08058967038814174
3863,8,0.1,Randomized,0.08058967038814174
3864,8,0.0,Naive,0.07782103160866194
3865,8,0.1,Randomized,0.07782103160866194
3866,8,0.0,Naive,0.09569359216207281
3867,8,0.1,Randomized,0.09569359216207281
3868,8,0.0,Naive,0.06637387427855652
3869,8,0.1,Randomized,0.06637387427855652
3870,8,0.0,Naive,0.10932840826614536
3871,8,0.1,Randomized,0.10932840826614536
3872,8,0.0,Naive,0.13018265348755045
3873,8,0.1,Randomized,0.13018265348755045
3874,8,0.0,Naive,0.09906800565642905
3875,8,0.1,Randomized,0.09906800565642905
3876,8,0.0,Naive,0.06264829019457858
