,delta,Tau,Method,WCSS/TSS
650,2,0.0,Naive,0.8518994901194038
651,2,0.1,Randomized,0.7989463736435701
652,2,0.0,Naive,0.8973238936065282
653,2,0.1,Randomized,0.661442200741887
654,2,0.0,Naive,0.5006056626555584
655,2,0.1,Randomized,0.9553739664144514
656,2,0.0,Naive,0.8260917633173225
657,2,0.1,Randomized,0.8260917633173225
658,2,0.0,Naive,0.8317336282332723
659,2,0.1,Randomized,0.8317336282332723
660,2,0.0,Naive,0.9364295691899442
661,2,0.1,Randomized,0.43465345327025395
662,2,0.0,Naive,0.916988742910995
663,2,0.1,Randomized,0.42729297945179306
664,2,0.0,Naive,0.6377017755756215
665,2,0.1,Randomized,0.6377017755756215
666,2,0.0,Naive,0.664407186618343
667,2,0.1,Randomized,0.664407186618343
668,2,0.0,Naive,0.7679332759433226
669,2,0.1,Randomized,0.7679332759433226
670,2,0.0,Naive,0.8314187391024457
671,2,0.1,Randomized,0.8314187391024457
672,2,0.0,Naive,0.3713036293161539
673,2,0.1,Randomized,0.3713036293161539
674,2,0.0,Naive,0.8820793081866163
675,2,0.1,Randomized,0.8004095138023951
676,2,0.0,Naive,0.8007802548113581
677,2,0.1,Randomized,0.8392065744768171
678,2,0.0,Naive,0.8062424902406632
679,2,0.1,Randomized,0.8062424902406632
680,2,0.0,Naive,0.7401423487658281
681,2,0.1,Randomized,0.7401423487658281
682,2,0.0,Naive,0.362553521785187
683,2,0.1,Randomized,0.362553521785187
684,2,0.0,Naive,0.882476806948656
685,2,0.1,Randomized,0.882476806948656
686,2,0.0,Naive,0.8206907162645505
687,2,0.1,Randomized,0.807497230311429
688,2,0.0,Naive,0.8074523571243318
689,2,0.1,Randomized,0.8074523571243318
690,2,0.0,Naive,0.7749023836668963
691,2,0.1,Randomized,0.7749023836668963
692,2,0.0,Naive,0.8048699057671699
693,2,0.1,Randomized,0.8048699057671699
694,2,0.0,Naive,0.6693813880743436
695,2,0.1,Randomized,0.9442666754604956
696,2,0.0,Naive,0.8591497105972192
697,2,0.1,Randomized,0.8591497105972192
698,2,0.0,Naive,0.726891639916917
699,2,0.1,Randomized,0.726891639916917
700,2,0.0,Naive,0.8603487762285738
701,2,0.1,Randomized,0.8306275360322706
702,2,0.0,Naive,0.9496853389685355
703,2,0.1,Randomized,0.8758210683073026
704,2,0.0,Naive,0.8355736058043607
705,2,0.1,Randomized,0.8355736058043607
706,2,0.0,Naive,0.9086889344288575
707,2,0.1,Randomized,0.9086889344288575
708,2,0.0,Naive,0.8518984539327482
709,2,0.1,Randomized,0.8518984539327482
710,2,0.0,Naive,0.7995864396714446
711,2,0.1,Randomized,0.7995864396714446
712,2,0.0,Naive,0.8154318889362682
713,2,0.1,Randomized,0.8154318889362682
714,2,0.0,Naive,0.8404170654510702
715,2,0.1,Randomized,0.8453413659227108
716,2,0.0,Naive,0.650237023254448
717,2,0.1,Randomized,0.650237023254448
718,2,0.0,Naive,0.8945508888823821
719,2,0.1,Randomized,0.8467638046154707
720,2,0.0,Naive,0.6673756531866423
721,2,0.1,Randomized,0.6673756531866423
722,2,0.0,Naive,0.8670174521645354
723,2,0.1,Randomized,0.82312293141034
724,2,0.0,Naive,0.8645464395408671
725,2,0.1,Randomized,0.8645464395408671
726,2,0.0,Naive,0.8425379735602517
727,2,0.1,Randomized,0.8425379735602517
728,2,0.0,Naive,0.8764795326515067
729,2,0.1,Randomized,0.8764795326515067
730,2,0.0,Naive,0.9239012764195665
731,2,0.1,Randomized,0.8789709766211123
732,2,0.0,Naive,0.8857449275028101
733,2,0.1,Randomized,0.8857449275028101
734,2,0.0,Naive,0.8889616004548846
735,2,0.1,Randomized,0.8889616004548846
736,2,0.0,Naive,0.7246726769971422
737,2,0.1,Randomized,0.7246726769971422
738,2,0.0,Naive,0.8356182839071417
739,2,0.1,Randomized,0.8356182839071417
740,2,0.0,Naive,0.7084059076353562
741,2,0.1,Randomized,0.7084059076353562
742,2,0.0,Naive,0.8240227925744422
743,2,0.1,Randomized,0.8240227925744422
744,2,0.0,Naive,0.8073361918039272
745,2,0.1,Randomized,0.8073361918039272
746,2,0.0,Naive,0.8297285427942287
747,2,0.1,Randomized,0.8297285427942287
748,2,0.0,Naive,0.5635695644453927
749,2,0.1,Randomized,0.5635695644453927
750,2,0.0,Naive,0.706155745728863
751,2,0.1,Randomized,0.706155745728863
752,2,0.0,Naive,0.8443898054811021
753,2,0.1,Randomized,0.8443898054811021
754,2,0.0,Naive,0.9491318331332578
755,2,0.1,Randomized,0.9491318331332578
756,2,0.0,Naive,0.897717940918918
757,2,0.1,Randomized,0.9087120413481827
758,2,0.0,Naive,0.8640648730564087
759,2,0.1,Randomized,0.8640648730564087
760,2,0.0,Naive,0.8175822289489029
761,2,0.1,Randomized,0.8175822289489029
762,2,0.0,Naive,0.9053346231363375
763,2,0.1,Randomized,0.9053346231363375
764,2,0.0,Naive,0.8214648839689821
765,2,0.1,Randomized,0.915450788448003
766,2,0.0,Naive,0.8519628088292013
767,2,0.1,Randomized,0.8519628088292013
768,2,0.0,Naive,0.8633627318925552
769,2,0.1,Randomized,0.5308799083675084
770,2,0.0,Naive,0.8369035330531871
771,2,0.1,Randomized,0.9287151058680753
772,2,0.0,Naive,0.4640289004956921
773,2,0.1,Randomized,0.8411286311121123
774,2,0.0,Naive,0.7945497770048472
775,2,0.1,Randomized,0.7945497770048472
776,2,0.0,Naive,0.5059699044545257
777,2,0.1,Randomized,0.9041838378544197
778,2,0.0,Naive,0.8209653033806402
779,2,0.1,Randomized,0.8209653033806402
780,2,0.0,Naive,0.7761844274525406
781,2,0.1,Randomized,0.7761844274525406
782,2,0.0,Naive,0.7864048900382821
783,2,0.1,Randomized,0.7864048900382821
784,2,0.0,Naive,0.747831723403988
785,2,0.1,Randomized,0.747831723403988
786,2,0.0,Naive,0.8389367747389975
787,2,0.1,Randomized,0.8389367747389975
788,2,0.0,Naive,0.7716925579065922
789,2,0.1,Randomized,0.8167308347295439
790,2,0.0,Naive,0.60578285650026
791,2,0.1,Randomized,0.60578285650026
792,2,0.0,Naive,0.789681315963315
793,2,0.1,Randomized,0.887662135277883
794,2,0.0,Naive,0.8530024255584198
795,2,0.1,Randomized,0.8530024255584198
796,2,0.0,Naive,0.7145928032731134
797,2,0.1,Randomized,0.7145928032731134
798,2,0.0,Naive,0.8847259891325124
799,2,0.1,Randomized,0.8847259891325124
800,2,0.0,Naive,0.8818127458621929
801,2,0.1,Randomized,0.8818127458621929
802,2,0.0,Naive,0.7787590302025844
803,2,0.1,Randomized,0.7787590302025844
804,2,0.0,Naive,0.6629459049160186
805,2,0.1,Randomized,0.6629459049160186
806,2,0.0,Naive,0.7781414866191217
807,2,0.1,Randomized,0.7781414866191217
808,2,0.0,Naive,0.8046057512514531
809,2,0.1,Randomized,0.8046057512514531
810,2,0.0,Naive,0.4179306333131713
811,2,0.1,Randomized,0.8354284221443546
812,2,0.0,Naive,0.9368065509774712
813,2,0.1,Randomized,0.903114899292004
814,2,0.0,Naive,0.9349370778034427
815,2,0.1,Randomized,0.9349370778034427
816,2,0.0,Naive,0.4427583038500941
817,2,0.1,Randomized,0.4918795455463505
818,2,0.0,Naive,0.3532409163148589
819,2,0.1,Randomized,0.3532409163148589
820,2,0.0,Naive,0.8131103250203965
821,2,0.1,Randomized,0.8131103250203965
822,2,0.0,Naive,0.8457374465482401
823,2,0.1,Randomized,0.8457374465482401
824,2,0.0,Naive,0.8065399793146727
825,2,0.1,Randomized,0.8065399793146727
826,2,0.0,Naive,0.8020784017366961
827,2,0.1,Randomized,0.8020784017366961
828,2,0.0,Naive,0.7340414337522283
829,2,0.1,Randomized,0.7340414337522283
830,2,0.0,Naive,0.42866646809446035
831,2,0.1,Randomized,0.42866646809446035
832,2,0.0,Naive,0.6947917376586784
833,2,0.1,Randomized,0.6947917376586784
834,2,0.0,Naive,0.2615137600103643
835,2,0.1,Randomized,0.2615137600103643
836,2,0.0,Naive,0.5670888589730338
837,2,0.1,Randomized,0.5670888589730338
838,2,0.0,Naive,0.7769527896119913
839,2,0.1,Randomized,0.7769527896119913
840,2,0.0,Naive,0.8144512003317423
841,2,0.1,Randomized,0.8144512003317423
842,2,0.0,Naive,0.8441103761779396
843,2,0.1,Randomized,0.48928458718662643
844,2,0.0,Naive,0.734712732769226
845,2,0.1,Randomized,0.86545766904016
846,2,0.0,Naive,0.8025593119877019
847,2,0.1,Randomized,0.812733707849297
848,2,0.0,Naive,0.8449637757278712
849,2,0.1,Randomized,0.8931968950164625
850,2,0.0,Naive,0.8629596283047809
851,2,0.1,Randomized,0.8629596283047809
852,2,0.0,Naive,0.8600855416684556
853,2,0.1,Randomized,0.8600855416684556
854,2,0.0,Naive,0.7016775641830707
855,2,0.1,Randomized,0.9346217864515275
856,2,0.0,Naive,0.8685426388063964
857,2,0.1,Randomized,0.8685426388063964
858,2,0.0,Naive,0.8383257217255912
859,2,0.1,Randomized,0.8383257217255912
860,2,0.0,Naive,0.8205428598789483
861,2,0.1,Randomized,0.8040037937716519
862,2,0.0,Naive,0.7824440263427433
863,2,0.1,Randomized,0.7824440263427433
864,2,0.0,Naive,0.8609290505760046
865,2,0.1,Randomized,0.8962516168466664
866,2,0.0,Naive,0.7934995525379787
867,2,0.1,Randomized,0.7934995525379787
868,2,0.0,Naive,0.6439583892884051
869,2,0.1,Randomized,0.6439583892884051
870,2,0.0,Naive,0.8572384093026931
871,2,0.1,Randomized,0.7779215644303121
872,2,0.0,Naive,0.8340895661859203
873,2,0.1,Randomized,0.734344149090158
874,2,0.0,Naive,0.8433347852620124
875,2,0.1,Randomized,0.8433347852620124
876,2,0.0,Naive,0.8841028105639952
877,2,0.1,Randomized,0.9226458424880011
878,2,0.0,Naive,0.8602394052934249
879,2,0.1,Randomized,0.8602394052934249
880,2,0.0,Naive,0.8192346244485817
881,2,0.1,Randomized,0.8192346244485817
882,2,0.0,Naive,0.7211248630219866
883,2,0.1,Randomized,0.7211248630219866
884,2,0.0,Naive,0.875737534035859
885,2,0.1,Randomized,0.875737534035859
886,2,0.0,Naive,0.8506018366031874
887,2,0.1,Randomized,0.8506018366031874
888,2,0.0,Naive,0.8945732121553642
889,2,0.1,Randomized,0.8945732121553642
890,2,0.0,Naive,0.5277684512578017
891,2,0.1,Randomized,0.8464678464373661
892,2,0.0,Naive,0.4519484646874372
893,2,0.1,Randomized,0.4519484646874372
894,2,0.0,Naive,0.5911568102711492
895,2,0.1,Randomized,0.5911568102711492
896,2,0.0,Naive,0.7908197239609928
897,2,0.1,Randomized,0.8819947935287616
898,2,0.0,Naive,0.7941606442422326
899,2,0.1,Randomized,0.8865859958473916
900,2,0.0,Naive,0.8802279006000424
901,2,0.1,Randomized,0.8802279006000424
902,2,0.0,Naive,0.8023675443849085
903,2,0.1,Randomized,0.8023675443849085
904,2,0.0,Naive,0.8147564929924085
905,2,0.1,Randomized,0.8147564929924085
906,2,0.0,Naive,0.907716518306166
907,2,0.1,Randomized,0.907716518306166
908,2,0.0,Naive,0.7292282901891362
909,2,0.1,Randomized,0.5193680801788131
910,2,0.0,Naive,0.6905427719581048
911,2,0.1,Randomized,0.6905427719581048
912,2,0.0,Naive,0.5028711499206271
913,2,0.1,Randomized,0.8118686687439427
914,2,0.0,Naive,0.6768295229087968
915,2,0.1,Randomized,0.8723904322218596
916,2,0.0,Naive,0.6386153328213797
917,2,0.1,Randomized,0.6386153328213797
918,2,0.0,Naive,0.4125714814965335
919,2,0.1,Randomized,0.4125714814965335
920,2,0.0,Naive,0.8136566424841987
921,2,0.1,Randomized,0.8136566424841987
922,2,0.0,Naive,0.4824402299184521
923,2,0.1,Randomized,0.4824402299184521
924,2,0.0,Naive,0.76103567299032
925,2,0.1,Randomized,0.76103567299032
926,2,0.0,Naive,0.9062483565854946
927,2,0.1,Randomized,0.9062483565854946
928,2,0.0,Naive,0.9504016945397468
929,2,0.1,Randomized,0.9064529955145174
930,2,0.0,Naive,0.9505374229803343
931,2,0.1,Randomized,0.9505374229803343
932,2,0.0,Naive,0.819939239884459
933,2,0.1,Randomized,0.819939239884459
934,2,0.0,Naive,0.8181349655086896
935,2,0.1,Randomized,0.8181349655086896
936,2,0.0,Naive,0.8500656732083964
937,2,0.1,Randomized,0.8500656732083964
938,2,0.0,Naive,0.7742375885191224
939,2,0.1,Randomized,0.32538219231525306
940,2,0.0,Naive,0.8445126333658788
941,2,0.1,Randomized,0.8445126333658788
942,2,0.0,Naive,0.9280427695722557
943,2,0.1,Randomized,0.9280427695722557
944,2,0.0,Naive,0.5636361623470627
945,2,0.1,Randomized,0.961686500057462
946,2,0.0,Naive,0.7523818946199742
947,2,0.1,Randomized,0.7523818946199742
948,2,0.0,Naive,0.8771327507060456
949,2,0.1,Randomized,0.8771327507060456
950,2,0.0,Naive,0.9090005620377373
951,2,0.1,Randomized,0.5365837700534908
952,2,0.0,Naive,0.9238180195611047
953,2,0.1,Randomized,0.9238180195611047
954,2,0.0,Naive,0.7336780554358495
955,2,0.1,Randomized,0.7336780554358495
956,2,0.0,Naive,0.5312567511877293
957,2,0.1,Randomized,0.647255937154859
958,2,0.0,Naive,0.8348345020455248
959,2,0.1,Randomized,0.8348345020455248
960,2,0.0,Naive,0.6612010881632854
961,2,0.1,Randomized,0.6612010881632854
962,2,0.0,Naive,0.5102111540120937
963,2,0.1,Randomized,0.9259724242915888
964,2,0.0,Naive,0.9069244629186594
965,2,0.1,Randomized,0.9351518837443854
966,2,0.0,Naive,0.8614903176671043
967,2,0.1,Randomized,0.7227749285021735
968,2,0.0,Naive,0.7749518317826266
969,2,0.1,Randomized,0.7749518317826266
970,2,0.0,Naive,0.7635973315547009
971,2,0.1,Randomized,0.7072130811574001
972,2,0.0,Naive,0.9123327316501085
973,2,0.1,Randomized,0.9123327316501085
974,2,0.0,Naive,0.8776228083526609
975,2,0.1,Randomized,0.8776228083526609
976,2,0.0,Naive,0.7836381681741819
977,2,0.1,Randomized,0.7836381681741819
978,2,0.0,Naive,0.3418304899039869
979,2,0.1,Randomized,0.3418304899039869
980,2,0.0,Naive,0.7768980870278351
981,2,0.1,Randomized,0.7768980870278351
982,2,0.0,Naive,0.729651323116751
983,2,0.1,Randomized,0.729651323116751
984,2,0.0,Naive,0.9087943198093003
985,2,0.1,Randomized,0.9087943198093003
986,2,0.0,Naive,0.7419937106067277
987,2,0.1,Randomized,0.7419937106067277
988,2,0.0,Naive,0.5334396565852768
989,2,0.1,Randomized,0.8471774554018475
990,2,0.0,Naive,0.9241206538229005
991,2,0.1,Randomized,0.4427022079217615
992,2,0.0,Naive,0.36787466161938537
993,2,0.1,Randomized,0.8764396644783947
994,2,0.0,Naive,0.4953312981396861
995,2,0.1,Randomized,0.4953312981396861
996,2,0.0,Naive,0.8116477477220616
997,2,0.1,Randomized,0.8116477477220616
998,2,0.0,Naive,0.7490305400678642
999,2,0.1,Randomized,0.7490305400678642
1000,4,0.0,Naive,0.9426540683278232
1001,4,0.1,Randomized,0.3957583672896907
1002,4,0.0,Naive,0.25765069658757406
1003,4,0.1,Randomized,0.25765069658757406
1004,4,0.0,Naive,0.7490175449859541
1005,4,0.1,Randomized,0.7490175449859541
1006,4,0.0,Naive,0.8953216645738845
1007,4,0.1,Randomized,0.8953216645738845
1008,4,0.0,Naive,0.813976621726932
1009,4,0.1,Randomized,0.813976621726932
1010,4,0.0,Naive,0.2765515376961078
1011,4,0.1,Randomized,0.2765515376961078
1012,4,0.0,Naive,0.6282181025105934
1013,4,0.1,Randomized,0.7684262463410744
1014,4,0.0,Naive,0.9154384209914534
1015,4,0.1,Randomized,0.9154384209914534
1016,4,0.0,Naive,0.33197996036662614
1017,4,0.1,Randomized,0.33197996036662614
1018,4,0.0,Naive,0.9292466951427343
1019,4,0.1,Randomized,0.9292466951427343
1020,4,0.0,Naive,0.9610080145207193
1021,4,0.1,Randomized,0.9610080145207193
1022,4,0.0,Naive,0.2337203563976299
1023,4,0.1,Randomized,0.2337203563976299
1024,4,0.0,Naive,0.8581264509451783
1025,4,0.1,Randomized,0.809948259806731
1026,4,0.0,Naive,0.23743843926166044
1027,4,0.1,Randomized,0.23743843926166044
1028,4,0.0,Naive,0.570691934027361
1029,4,0.1,Randomized,0.8026178805113189
1030,4,0.0,Naive,0.32518470332534066
1031,4,0.1,Randomized,0.32518470332534066
1032,4,0.0,Naive,0.8845895192314651
1033,4,0.1,Randomized,0.8845895192314651
1034,4,0.0,Naive,0.5184161436660303
1035,4,0.1,Randomized,0.5184161436660303
1036,4,0.0,Naive,0.22093730939429573
1037,4,0.1,Randomized,0.21931138620084556
1038,4,0.0,Naive,0.22746987904050497
1039,4,0.1,Randomized,0.22746987904050497
1040,4,0.0,Naive,0.9245443323945186
1041,4,0.1,Randomized,0.9245443323945186
1042,4,0.0,Naive,0.3492785126984922
1043,4,0.1,Randomized,0.3492785126984922
1044,4,0.0,Naive,0.9255334843576056
1045,4,0.1,Randomized,0.3553598231536913
1046,4,0.0,Naive,0.29926610252089686
1047,4,0.1,Randomized,0.8890088695437144
1048,4,0.0,Naive,0.24500739152476433
1049,4,0.1,Randomized,0.24500739152476433
1050,4,0.0,Naive,0.8547133298092459
1051,4,0.1,Randomized,0.8547133298092459
1052,4,0.0,Naive,0.8584254702979364
1053,4,0.1,Randomized,0.8584254702979364
1054,4,0.0,Naive,0.2941770382339669
1055,4,0.1,Randomized,0.9413056362751111
1056,4,0.0,Naive,0.8289003805930732
1057,4,0.1,Randomized,0.8289003805930732
1058,4,0.0,Naive,0.2779297780090839
1059,4,0.1,Randomized,0.2779297780090839
1060,4,0.0,Naive,0.28188108947603163
1061,4,0.1,Randomized,0.28188108947603163
1062,4,0.0,Naive,0.8225892548077692
1063,4,0.1,Randomized,0.5570630026402408
1064,4,0.0,Naive,0.33621659039345103
1065,4,0.1,Randomized,0.33621659039345103
1066,4,0.0,Naive,0.3702102566761375
1067,4,0.1,Randomized,0.3702102566761375
1068,4,0.0,Naive,0.22422674216336644
1069,4,0.1,Randomized,0.22422674216336644
1070,4,0.0,Naive,0.807414323986531
1071,4,0.1,Randomized,0.31338274180583153
1072,4,0.0,Naive,0.8088853441246412
1073,4,0.1,Randomized,0.8088853441246412
1074,4,0.0,Naive,0.2563395145971711
1075,4,0.1,Randomized,0.2563395145971711
1076,4,0.0,Naive,0.243810719658125
1077,4,0.1,Randomized,0.243810719658125
1078,4,0.0,Naive,0.8607795949288178
1079,4,0.1,Randomized,0.9044838869544553
1080,4,0.0,Naive,0.30728089941283293
1081,4,0.1,Randomized,0.333135252972036
1082,4,0.0,Naive,0.8600775050429097
1083,4,0.1,Randomized,0.8600775050429097
1084,4,0.0,Naive,0.16045681281002538
1085,4,0.1,Randomized,0.16045681281002538
1086,4,0.0,Naive,0.8362193937885634
1087,4,0.1,Randomized,0.8362193937885634
1088,4,0.0,Naive,0.212660484926009
1089,4,0.1,Randomized,0.8232952146549893
1090,4,0.0,Naive,0.8067404252474464
1091,4,0.1,Randomized,0.8067404252474464
1092,4,0.0,Naive,0.2952090541726979
1093,4,0.1,Randomized,0.8881027148523994
1094,4,0.0,Naive,0.8255628177940322
1095,4,0.1,Randomized,0.8255628177940322
1096,4,0.0,Naive,0.7891834614082172
1097,4,0.1,Randomized,0.7891834614082172
1098,4,0.0,Naive,0.8471828417190169
1099,4,0.1,Randomized,0.7011455559467693
1100,4,0.0,Naive,0.2672373226181111
1101,4,0.1,Randomized,0.2672373226181111
1102,4,0.0,Naive,0.915763327217568
1103,4,0.1,Randomized,0.8419595389230446
1104,4,0.0,Naive,0.3392094084775238
1105,4,0.1,Randomized,0.7222987274817219
1106,4,0.0,Naive,0.9119317237867314
1107,4,0.1,Randomized,0.9119317237867314
1108,4,0.0,Naive,0.9652008962368996
1109,4,0.1,Randomized,0.9652008962368996
1110,4,0.0,Naive,0.5345058994275477
1111,4,0.1,Randomized,0.8425431063654719
1112,4,0.0,Naive,0.4136414041385622
1113,4,0.1,Randomized,0.9193464254383494
1114,4,0.0,Naive,0.23357845757867676
1115,4,0.1,Randomized,0.23357845757867676
1116,4,0.0,Naive,0.8547220872042385
1117,4,0.1,Randomized,0.7852954435884844
1118,4,0.0,Naive,0.7506471692892299
1119,4,0.1,Randomized,0.7506471692892299
1120,4,0.0,Naive,0.8773950903906323
1121,4,0.1,Randomized,0.8773950903906323
1122,4,0.0,Naive,0.22978459316078262
1123,4,0.1,Randomized,0.22978459316078262
1124,4,0.0,Naive,0.9318177273193248
1125,4,0.1,Randomized,0.9318177273193248
1126,4,0.0,Naive,0.8249822831432461
1127,4,0.1,Randomized,0.8249822831432461
1128,4,0.0,Naive,0.2766906068490469
1129,4,0.1,Randomized,0.2766906068490469
1130,4,0.0,Naive,0.25425339721361295
1131,4,0.1,Randomized,0.25425339721361295
1132,4,0.0,Naive,0.8540894712378658
1133,4,0.1,Randomized,0.8659659869733405
1134,4,0.0,Naive,0.34808627482665994
1135,4,0.1,Randomized,0.34808627482665994
1136,4,0.0,Naive,0.2481327803916183
1137,4,0.1,Randomized,0.2481327803916183
1138,4,0.0,Naive,0.6178094266650725
1139,4,0.1,Randomized,0.9054110209806481
1140,4,0.0,Naive,0.44875072936204974
1141,4,0.1,Randomized,0.834790376452582
1142,4,0.0,Naive,0.8857613246893064
1143,4,0.1,Randomized,0.27722636127326555
1144,4,0.0,Naive,0.27002177925010884
1145,4,0.1,Randomized,0.27002177925010884
1146,4,0.0,Naive,0.3096359294431762
1147,4,0.1,Randomized,0.3096359294431762
1148,4,0.0,Naive,0.9437555041359948
1149,4,0.1,Randomized,0.33280299047837525
1150,4,0.0,Naive,0.8339934417925454
1151,4,0.1,Randomized,0.8339934417925454
1152,4,0.0,Naive,0.883870892427751
1153,4,0.1,Randomized,0.883870892427751
1154,4,0.0,Naive,0.9660914633189256
1155,4,0.1,Randomized,0.9660914633189256
1156,4,0.0,Naive,0.2547042616718677
1157,4,0.1,Randomized,0.8036612732253358
1158,4,0.0,Naive,0.6651404903007301
1159,4,0.1,Randomized,0.9415846713221221
1160,4,0.0,Naive,0.7323632984021909
1161,4,0.1,Randomized,0.7323632984021909
1162,4,0.0,Naive,0.909910513223582
1163,4,0.1,Randomized,0.5281474741322346
1164,4,0.0,Naive,0.19200898752156606
1165,4,0.1,Randomized,0.8350591201577654
1166,4,0.0,Naive,0.3772440459909234
1167,4,0.1,Randomized,0.9144407881240084
1168,4,0.0,Naive,0.8322093345450027
1169,4,0.1,Randomized,0.8322093345450027
1170,4,0.0,Naive,0.3739977991599919
1171,4,0.1,Randomized,0.9648842918149696
1172,4,0.0,Naive,0.1837625375475863
1173,4,0.1,Randomized,0.1837625375475863
1174,4,0.0,Naive,0.36350439937310075
1175,4,0.1,Randomized,0.36350439937310075
1176,4,0.0,Naive,0.9800072460958936
1177,4,0.1,Randomized,0.5830810234917608
1178,4,0.0,Naive,0.8099856805073525
1179,4,0.1,Randomized,0.8099856805073525
1180,4,0.0,Naive,0.3136839952346369
1181,4,0.1,Randomized,0.3136839952346369
1182,4,0.0,Naive,0.780571645747266
1183,4,0.1,Randomized,0.780571645747266
1184,4,0.0,Naive,0.2701164235814353
1185,4,0.1,Randomized,0.2775036904016702
1186,4,0.0,Naive,0.21957943669916166
1187,4,0.1,Randomized,0.21957943669916166
1188,4,0.0,Naive,0.6729224679993795
1189,4,0.1,Randomized,0.8420492737408741
1190,4,0.0,Naive,0.8278961767233414
1191,4,0.1,Randomized,0.8369176403441981
1192,4,0.0,Naive,0.2985146386209815
1193,4,0.1,Randomized,0.2732326553452186
1194,4,0.0,Naive,0.3188943962919457
1195,4,0.1,Randomized,0.3188943962919457
1196,4,0.0,Naive,0.2357484542274286
1197,4,0.1,Randomized,0.2357484542274286
1198,4,0.0,Naive,0.8305553387263704
